"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9"
"24660358","0358",30.00,275.00,255.00,40.00,35.00,235.00,240.00,310.00
"24660359","0359",25.00,195.00,205.00,35.00,25.00,140.00,205.00,240.00
"24660360","0360",35.00,220.00,170.00,45.00,25.00,190.00,195.00,270.00
"24660361","0361",30.00,225.00,260.00,35.00,25.00,210.00,210.00,260.00
"24660362","0362",45.00,310.00,260.00,40.00,25.00,200.00,290.00,340.00
"24660363","0363",35.00,365.00,255.00,55.00,60.00,180.00,340.00,410.00
"24660364","0364",55.00,350.00,325.00,40.00,55.00,230.00,390.00,400.00
"24660365","0365",40.00,295.00,220.00,30.00,30.00,155.00,235.00,255.00
"24660366","0366",30.00,230.00,240.00,35.00,15.00,180.00,270.00,255.00
"24660367","0367",45.00,410.00,310.00,60.00,20.00,200.00,290.00,460.00
"24660368","0368",35.00,365.00,295.00,50.00,30.00,195.00,240.00,415.00
"24660369","0369",25.00,325.00,200.00,30.00,65.00,170.00,280.00,260.00
"24660370","0370",40.00,325.00,195.00,25.00,20.00,105.00,285.00,255.00
"24660371","0371",35.00,285.00,195.00,30.00,35.00,155.00,300.00,235.00
"24660372","0372",40.00,395.00,255.00,40.00,35.00,210.00,355.00,355.00
"24660373","0373",30.00,415.00,215.00,30.00,0.00,155.00,335.00,365.00
"24660374","0374",30.00,230.00,205.00,30.00,30.00,115.00,190.00,260.00
"24660375","0375",20.00,220.00,235.00,25.00,40.00,195.00,215.00,290.00
"24660376","0376",15.00,115.00,155.00,10.00,15.00,90.00,155.00,160.00
"24660377","0377",10.00,135.00,165.00,10.00,30.00,80.00,180.00,145.00
"24660378","0378",10.00,150.00,135.00,10.00,10.00,65.00,100.00,170.00
"24660379","0379",15.00,200.00,230.00,15.00,30.00,155.00,215.00,225.00
"24660380","0380",10.00,180.00,165.00,10.00,25.00,135.00,240.00,155.00
"24660381","0381",40.00,725.00,325.00,30.00,55.00,425.00,260.00,780.00
"24660382","0382",20.00,235.00,205.00,35.00,50.00,110.00,265.00,270.00
"24660383","0383",30.00,230.00,280.00,35.00,50.00,165.00,295.00,250.00
"24660384","0384",15.00,205.00,295.00,20.00,30.00,140.00,260.00,250.00
"24660385","0385",20.00,320.00,295.00,35.00,55.00,230.00,320.00,365.00
"24660386","0386",10.00,155.00,340.00,10.00,75.00,125.00,295.00,175.00
"24660387","0387",20.00,75.00,315.00,0.00,45.00,75.00,295.00,130.00
"24660388","0388",30.00,165.00,250.00,15.00,45.00,145.00,245.00,270.00
"24660389","0389",10.00,425.00,250.00,30.00,20.00,220.00,205.00,425.00
"24660390","0390",25.00,130.00,240.00,15.00,30.00,140.00,195.00,245.00
"24660391","0391",20.00,95.00,235.00,20.00,55.00,115.00,305.00,140.00
"24660392","0392",30.00,135.00,255.00,25.00,55.00,100.00,265.00,160.00
"24660393","0393",25.00,275.00,310.00,30.00,45.00,160.00,320.00,275.00
"24660394","0394",25.00,200.00,325.00,45.00,65.00,215.00,345.00,295.00
"24660395","0395",40.00,195.00,285.00,30.00,50.00,180.00,295.00,270.00
"24660396","0396",30.00,130.00,270.00,30.00,40.00,120.00,205.00,260.00
"24660397","0397",30.00,280.00,305.00,25.00,50.00,185.00,290.00,315.00
"24660398","0398",25.00,495.00,465.00,50.00,40.00,190.00,500.00,315.00
"24660399","0399",25.00,95.00,310.00,10.00,70.00,90.00,340.00,120.00
"24660400","0400",15.00,100.00,435.00,10.00,60.00,110.00,320.00,180.00
"24660401","0401",20.00,85.00,420.00,10.00,85.00,125.00,365.00,175.00
"24660402","0402",20.00,375.00,335.00,25.00,50.00,230.00,375.00,355.00
"24660403","0403",10.00,165.00,160.00,15.00,25.00,130.00,170.00,205.00
"24660404","0404",25.00,105.00,270.00,25.00,65.00,105.00,225.00,230.00
"24660405","0405",15.00,300.00,240.00,30.00,45.00,140.00,275.00,245.00
"24660406","0406",20.00,200.00,180.00,20.00,25.00,150.00,165.00,220.00
"24660407","0407",15.00,185.00,235.00,20.00,50.00,155.00,210.00,280.00
"24660408","0408",40.00,255.00,195.00,35.00,25.00,175.00,195.00,310.00
"24660409","0409",35.00,285.00,145.00,35.00,10.00,165.00,210.00,295.00
"24660410","0410",25.00,245.00,150.00,45.00,20.00,120.00,190.00,285.00
"24660411","0411",40.00,255.00,155.00,35.00,40.00,140.00,185.00,235.00
"24660412","0412",35.00,335.00,315.00,50.00,45.00,275.00,300.00,395.00
"24660413","0413",30.00,250.00,245.00,40.00,20.00,160.00,250.00,270.00
"24660414","0414",20.00,255.00,265.00,30.00,35.00,200.00,250.00,265.00
"24660415","0415",30.00,320.00,285.00,30.00,35.00,240.00,300.00,335.00
"24660416","0416",25.00,185.00,185.00,30.00,30.00,135.00,195.00,195.00
"24660417","0417",15.00,170.00,205.00,20.00,35.00,205.00,275.00,115.00
"24660418","0418",15.00,100.00,135.00,15.00,20.00,70.00,115.00,95.00
"24660419","0419",20.00,145.00,255.00,10.00,35.00,180.00,295.00,115.00
"24660420","0420",10.00,225.00,245.00,10.00,40.00,265.00,350.00,155.00
"24660421","0421",15.00,250.00,325.00,20.00,35.00,215.00,330.00,190.00
"24660422","0422",20.00,215.00,275.00,25.00,20.00,195.00,260.00,240.00
"24660423","0423",15.00,195.00,220.00,30.00,10.00,170.00,205.00,185.00
"24660424","0424",20.00,210.00,215.00,20.00,20.00,155.00,270.00,225.00
"24660425","0425",20.00,195.00,320.00,35.00,35.00,225.00,240.00,290.00
"24660426","0426",15.00,195.00,265.00,25.00,25.00,205.00,255.00,240.00
"24660427","0427",15.00,160.00,300.00,20.00,25.00,195.00,280.00,200.00
"24660428","0428",25.00,340.00,365.00,30.00,55.00,255.00,295.00,415.00
"24660429","0429",10.00,240.00,335.00,20.00,30.00,280.00,375.00,215.00
"24660430","0430",5.00,205.00,225.00,5.00,10.00,195.00,360.00,120.00
"24660431","0431",10.00,205.00,280.00,5.00,20.00,210.00,350.00,85.00
"24660432","0432",5.00,200.00,410.00,10.00,35.00,320.00,445.00,145.00
"24660433","0433",20.00,200.00,445.00,5.00,55.00,375.00,430.00,155.00
"24660434","0434",20.00,195.00,395.00,15.00,55.00,265.00,460.00,165.00
"24660435","0435",10.00,180.00,345.00,15.00,50.00,250.00,365.00,155.00
"24660436","0436",5.00,155.00,300.00,10.00,35.00,165.00,290.00,140.00
"24660437","0437",10.00,135.00,190.00,15.00,25.00,145.00,165.00,190.00
"24660438","0438",30.00,85.00,285.00,10.00,40.00,230.00,285.00,100.00
"24660439","0439",10.00,55.00,275.00,0.00,25.00,260.00,295.00,50.00
"24660440","0440",10.00,65.00,215.00,0.00,25.00,190.00,255.00,40.00
"24660441","0441",5.00,75.00,210.00,10.00,45.00,180.00,240.00,60.00
"24660442","0442",25.00,160.00,385.00,10.00,60.00,230.00,455.00,65.00
"24660443","0443",15.00,110.00,385.00,10.00,50.00,300.00,400.00,125.00
"24660444","0444",10.00,155.00,325.00,20.00,20.00,265.00,320.00,145.00
"24660445","0445",15.00,195.00,435.00,15.00,45.00,385.00,490.00,160.00
"24660446","0446",5.00,90.00,210.00,15.00,20.00,225.00,300.00,60.00
"24660447","0447",5.00,105.00,285.00,5.00,60.00,170.00,310.00,55.00
"24660448","0448",10.00,75.00,325.00,5.00,50.00,290.00,340.00,60.00
"24660449","0449",5.00,115.00,245.00,0.00,30.00,210.00,250.00,85.00
"24660450","0450",5.00,135.00,410.00,5.00,35.00,310.00,475.00,45.00
"24660451","0451",10.00,155.00,445.00,10.00,40.00,400.00,475.00,145.00
"24660452","0452",10.00,160.00,295.00,0.00,60.00,270.00,355.00,60.00
"24660453","0453",10.00,200.00,445.00,0.00,40.00,415.00,500.00,140.00
"24660454","0454",10.00,150.00,310.00,5.00,30.00,320.00,415.00,80.00
"24660455","0455",5.00,135.00,235.00,5.00,15.00,195.00,260.00,75.00
"24660456","0456",15.00,285.00,465.00,15.00,40.00,340.00,430.00,245.00
"24660457","0457",20.00,220.00,270.00,15.00,45.00,215.00,295.00,220.00
"24660458","0458",20.00,255.00,350.00,30.00,30.00,265.00,320.00,350.00
"24660459","0459",15.00,235.00,440.00,10.00,45.00,270.00,330.00,230.00
"24660460","0460",10.00,210.00,470.00,0.00,45.00,400.00,555.00,130.00
"24660461","0461",10.00,210.00,380.00,5.00,15.00,360.00,435.00,160.00
"24660462","0462",5.00,170.00,370.00,0.00,45.00,345.00,485.00,85.00
"24660463","0463",5.00,190.00,470.00,5.00,80.00,360.00,550.00,80.00
"24660464","0464",5.00,175.00,435.00,10.00,55.00,325.00,470.00,125.00
"24660465","0465",5.00,160.00,370.00,0.00,20.00,290.00,410.00,100.00
"24660466","0466",20.00,135.00,315.00,5.00,45.00,270.00,380.00,70.00
"24660467","0467",5.00,135.00,265.00,15.00,30.00,205.00,305.00,90.00
"24660468","0468",10.00,200.00,450.00,5.00,55.00,345.00,580.00,90.00
"24660469","0469",10.00,150.00,340.00,10.00,25.00,300.00,430.00,70.00
"24660470","0470",10.00,170.00,460.00,10.00,35.00,380.00,540.00,145.00
"24660471","0471",0.00,180.00,365.00,5.00,35.00,355.00,490.00,145.00
"24660472","0472",10.00,190.00,420.00,5.00,35.00,350.00,510.00,100.00
"24660473","0473",25.00,230.00,385.00,20.00,20.00,345.00,470.00,160.00
"24660474","0474",5.00,165.00,455.00,10.00,40.00,380.00,535.00,105.00
"24660475","0475",5.00,150.00,325.00,15.00,35.00,305.00,355.00,120.00
"24660476","0476",10.00,110.00,330.00,20.00,40.00,250.00,385.00,85.00
"24660478","0478",35.00,180.00,485.00,25.00,90.00,285.00,505.00,230.00
"24660479","0479",55.00,190.00,400.00,25.00,90.00,320.00,480.00,270.00
"24660480","0480",35.00,135.00,260.00,35.00,40.00,155.00,255.00,195.00
"24660481","0481",30.00,155.00,210.00,25.00,60.00,135.00,255.00,255.00
"24660482","0482",65.00,175.00,270.00,35.00,85.00,145.00,230.00,240.00
"24660483","0483",65.00,130.00,230.00,40.00,105.00,85.00,215.00,225.00
"24660484","0484",100.00,220.00,340.00,30.00,125.00,130.00,355.00,345.00
"24660485","0485",75.00,120.00,225.00,25.00,35.00,115.00,155.00,285.00
"24660486","0486",100.00,190.00,600.00,50.00,140.00,325.00,475.00,420.00
"24660487","0487",70.00,165.00,295.00,40.00,60.00,145.00,220.00,345.00
"24660488","0488",75.00,195.00,375.00,55.00,105.00,190.00,345.00,345.00
"24660489","0489",40.00,155.00,320.00,25.00,60.00,220.00,220.00,320.00
"24660490","0490",45.00,150.00,340.00,30.00,75.00,175.00,305.00,150.00
"24660491","0491",20.00,225.00,315.00,30.00,65.00,200.00,340.00,205.00
"24660492","0492",25.00,225.00,395.00,20.00,40.00,265.00,400.00,190.00
"24660493","0493",15.00,180.00,290.00,15.00,70.00,280.00,340.00,195.00
"24660494","0494",25.00,225.00,345.00,15.00,35.00,310.00,440.00,200.00
"24660495","0495",15.00,145.00,210.00,10.00,20.00,150.00,255.00,70.00
"24660496","0496",20.00,380.00,605.00,15.00,85.00,475.00,780.00,290.00
"24660497","0497",15.00,215.00,325.00,10.00,30.00,255.00,425.00,140.00
"24660498","0498",25.00,250.00,395.00,10.00,65.00,310.00,425.00,185.00
"24660499","0499",25.00,215.00,290.00,15.00,30.00,215.00,350.00,175.00
"24660500","0500",30.00,305.00,495.00,15.00,65.00,405.00,570.00,265.00
"24660501","0501",5.00,290.00,410.00,5.00,30.00,320.00,520.00,135.00
"24660502","0502",40.00,340.00,510.00,30.00,45.00,405.00,515.00,315.00
"24660503","0503",5.00,165.00,330.00,0.00,25.00,260.00,475.00,95.00
"24660504","0504",15.00,145.00,340.00,10.00,55.00,270.00,410.00,75.00
"24660505","0505",20.00,155.00,315.00,10.00,45.00,255.00,205.00,235.00
"24660506","0506",15.00,210.00,460.00,5.00,60.00,295.00,490.00,160.00
"24660507","0507",20.00,160.00,280.00,5.00,20.00,185.00,300.00,190.00
"24660508","0508",20.00,245.00,260.00,15.00,25.00,140.00,355.00,215.00
"24660509","0509",10.00,180.00,305.00,5.00,20.00,235.00,270.00,175.00
"24660510","0510",40.00,185.00,210.00,15.00,50.00,140.00,160.00,235.00
"24660511","0511",25.00,160.00,215.00,5.00,35.00,150.00,220.00,145.00
"24660512","0512",50.00,635.00,370.00,20.00,70.00,345.00,295.00,785.00
"24660513","0513",120.00,205.00,515.00,45.00,185.00,265.00,430.00,565.00
"24660514","0514",45.00,95.00,310.00,15.00,70.00,150.00,165.00,255.00
"24660515","0515",35.00,420.00,430.00,35.00,15.00,110.00,465.00,265.00
"24660516","0516",105.00,550.00,695.00,95.00,125.00,400.00,390.00,875.00
"24660517","0517",95.00,330.00,530.00,60.00,80.00,245.00,330.00,630.00
"24660518","0518",145.00,310.00,510.00,95.00,145.00,210.00,355.00,645.00
"24660525","0525",85.00,210.00,240.00,55.00,85.00,135.00,180.00,355.00
"24660526","0526",80.00,150.00,485.00,30.00,95.00,170.00,335.00,410.00
"24660530","0530",115.00,155.00,350.00,30.00,60.00,135.00,195.00,385.00
"24660533","0533",85.00,140.00,270.00,30.00,65.00,115.00,115.00,380.00
"24660536","0536",210.00,385.00,1060.00,65.00,185.00,250.00,580.00,1050.00
"24660537","0537",165.00,345.00,400.00,75.00,95.00,150.00,165.00,700.00
"24660538","0538",55.00,225.00,180.00,35.00,50.00,155.00,120.00,435.00
"24660539","0539",115.00,165.00,365.00,25.00,115.00,205.00,380.00,360.00
"24660540","0540",115.00,390.00,520.00,90.00,70.00,210.00,275.00,825.00
"24660541","0541",125.00,100.00,320.00,25.00,95.00,90.00,225.00,295.00
"24660542","0542",90.00,45.00,280.00,30.00,75.00,90.00,200.00,235.00
"24660543","0543",80.00,105.00,325.00,10.00,90.00,95.00,260.00,230.00
"24660544","0544",85.00,105.00,305.00,25.00,65.00,160.00,255.00,245.00
"24660545","0545",120.00,145.00,430.00,40.00,110.00,155.00,390.00,320.00
"24660546","0546",85.00,95.00,350.00,25.00,75.00,115.00,285.00,290.00
"24660547","0547",105.00,315.00,270.00,35.00,125.00,70.00,135.00,320.00
"24660548","0548",110.00,105.00,335.00,35.00,115.00,210.00,200.00,340.00
"24660550","0550",115.00,75.00,240.00,40.00,95.00,40.00,180.00,260.00
"24660551","0551",70.00,160.00,165.00,25.00,65.00,145.00,100.00,350.00
"24660552","0552",125.00,285.00,250.00,55.00,100.00,195.00,135.00,580.00
"24660555","0555",100.00,185.00,255.00,75.00,60.00,140.00,205.00,375.00
"24660556","0556",190.00,365.00,460.00,65.00,190.00,215.00,290.00,690.00
"24660557","0557",100.00,245.00,220.00,25.00,75.00,130.00,110.00,425.00
"24660558","0558",150.00,210.00,245.00,50.00,90.00,150.00,155.00,405.00
"24660560","0560",45.00,85.00,385.00,10.00,85.00,180.00,360.00,140.00
"24660561","0561",65.00,165.00,390.00,20.00,120.00,155.00,390.00,220.00
"24660562","0562",80.00,215.00,300.00,25.00,40.00,115.00,275.00,350.00
"24660563","0563",80.00,115.00,350.00,20.00,75.00,110.00,280.00,270.00
"24660564","0564",85.00,105.00,395.00,20.00,115.00,150.00,405.00,270.00
"24660565","0565",130.00,205.00,550.00,60.00,70.00,260.00,380.00,570.00
"24660566","0566",100.00,85.00,360.00,30.00,95.00,130.00,310.00,270.00
"24660567","0567",90.00,145.00,265.00,25.00,60.00,90.00,245.00,315.00
"24660568","0568",90.00,110.00,360.00,30.00,80.00,90.00,225.00,275.00
"24660569","0569",80.00,125.00,255.00,15.00,65.00,110.00,285.00,250.00
"24660570","0570",90.00,190.00,195.00,35.00,45.00,135.00,175.00,390.00
"24660571","0571",100.00,305.00,265.00,40.00,60.00,185.00,220.00,455.00
"24660572","0572",55.00,310.00,170.00,25.00,60.00,135.00,155.00,370.00
"24660576","0576",110.00,150.00,230.00,40.00,95.00,60.00,160.00,300.00
"24660577","0577",70.00,85.00,215.00,50.00,45.00,60.00,195.00,205.00
"24660578","0578",175.00,270.00,355.00,55.00,75.00,155.00,200.00,590.00
"24660579","0579",55.00,245.00,230.00,15.00,65.00,185.00,230.00,340.00
"24660580","0580",70.00,100.00,125.00,25.00,35.00,50.00,85.00,180.00
"24660581","0581",160.00,135.00,415.00,25.00,140.00,170.00,275.00,500.00
"24660582","0582",200.00,155.00,470.00,30.00,160.00,145.00,265.00,565.00
"24660583","0583",175.00,145.00,510.00,40.00,175.00,215.00,375.00,465.00
"24660584","0584",85.00,65.00,360.00,15.00,110.00,120.00,235.00,245.00
"24660585","0585",125.00,115.00,565.00,15.00,200.00,230.00,450.00,380.00
"24660586","0586",80.00,55.00,345.00,20.00,65.00,115.00,225.00,290.00
"24660587","0587",65.00,65.00,325.00,10.00,100.00,90.00,265.00,210.00
"24660588","0588",80.00,40.00,390.00,10.00,130.00,105.00,290.00,255.00
"24660590","0590",60.00,25.00,250.00,5.00,60.00,60.00,120.00,210.00
"24660594","0594",100.00,80.00,350.00,15.00,110.00,65.00,245.00,255.00
"24660595","0595",560.00,330.00,1130.00,130.00,460.00,340.00,780.00,1200.00
"24660596","0596",110.00,140.00,320.00,30.00,70.00,150.00,205.00,315.00
"24660597","0597",90.00,85.00,230.00,45.00,45.00,125.00,160.00,255.00
"24660598","0598",45.00,75.00,265.00,20.00,70.00,160.00,270.00,140.00
"24660599","0599",25.00,80.00,335.00,10.00,55.00,175.00,305.00,130.00
"24660600","0600",80.00,140.00,350.00,15.00,100.00,165.00,305.00,320.00
"24660601","0601",70.00,165.00,445.00,25.00,70.00,250.00,410.00,250.00
"24660602","0602",40.00,105.00,305.00,25.00,105.00,130.00,305.00,185.00
"24660603","0603",15.00,65.00,310.00,10.00,60.00,195.00,345.00,95.00
"24660604","0604",85.00,95.00,250.00,25.00,70.00,150.00,170.00,245.00
"24660605","0605",85.00,105.00,305.00,30.00,70.00,145.00,210.00,275.00
"24660606","0606",65.00,80.00,200.00,5.00,35.00,120.00,160.00,155.00
"24660607","0607",150.00,170.00,540.00,35.00,170.00,205.00,410.00,495.00
"24660608","0608",180.00,165.00,680.00,35.00,230.00,245.00,470.00,525.00
"24660609","0609",225.00,165.00,595.00,30.00,295.00,245.00,415.00,585.00
"24660610","0610",175.00,115.00,210.00,30.00,105.00,90.00,105.00,365.00
"24660611","0611",485.00,270.00,845.00,100.00,435.00,365.00,575.00,970.00
"24660613","0613",385.00,165.00,360.00,15.00,275.00,115.00,335.00,520.00
"24660614","0614",205.00,25.00,180.00,10.00,135.00,10.00,110.00,225.00
"24660615","0615",245.00,55.00,235.00,15.00,150.00,65.00,240.00,350.00
"24660616","0616",390.00,90.00,340.00,35.00,290.00,35.00,315.00,460.00
"24660617","0617",130.00,55.00,140.00,20.00,125.00,70.00,140.00,200.00
"24660618","0618",385.00,15.00,210.00,15.00,250.00,15.00,160.00,350.00
"24660619","0619",270.00,25.00,220.00,15.00,230.00,40.00,415.00,190.00
"24660620","0620",210.00,15.00,220.00,5.00,160.00,20.00,185.00,230.00
"24660621","0621",185.00,20.00,145.00,10.00,140.00,30.00,100.00,240.00
"24660622","0622",165.00,85.00,200.00,60.00,100.00,60.00,70.00,380.00
"24660623","0623",115.00,15.00,135.00,10.00,135.00,30.00,100.00,200.00
"24660624","0624",195.00,45.00,185.00,10.00,130.00,55.00,135.00,210.00
"24660625","0625",190.00,65.00,265.00,20.00,140.00,45.00,170.00,345.00
"24660626","0626",115.00,50.00,300.00,15.00,90.00,115.00,170.00,245.00
"24660627","0627",65.00,55.00,355.00,15.00,105.00,125.00,330.00,185.00
"24660628","0628",105.00,65.00,370.00,5.00,160.00,100.00,355.00,210.00
"24660629","0629",245.00,20.00,510.00,5.00,295.00,80.00,470.00,280.00
"24660630","0630",100.00,10.00,360.00,0.00,170.00,75.00,335.00,110.00
"24660631","0631",150.00,40.00,485.00,15.00,290.00,85.00,460.00,215.00
"24660632","0632",80.00,25.00,370.00,10.00,190.00,100.00,320.00,170.00
"24660633","0633",115.00,50.00,425.00,5.00,180.00,90.00,315.00,265.00
"24660634","0634",95.00,50.00,525.00,5.00,185.00,155.00,420.00,245.00
"24660635","0635",220.00,115.00,495.00,40.00,210.00,135.00,385.00,380.00
"24660636","0636",115.00,55.00,400.00,5.00,135.00,85.00,320.00,155.00
"24660637","0637",95.00,55.00,380.00,10.00,140.00,140.00,320.00,180.00
"24660638","0638",70.00,30.00,350.00,0.00,120.00,120.00,340.00,60.00
"24660639","0639",55.00,40.00,395.00,5.00,135.00,145.00,415.00,55.00
"24660640","0640",55.00,15.00,355.00,0.00,150.00,85.00,290.00,75.00
"24660641","0641",70.00,35.00,425.00,0.00,100.00,165.00,325.00,165.00
"24660642","0642",55.00,50.00,375.00,0.00,85.00,150.00,360.00,130.00
"24660643","0643",110.00,55.00,440.00,5.00,175.00,145.00,395.00,180.00
"24660644","0644",70.00,45.00,490.00,0.00,180.00,145.00,475.00,120.00
"24660645","0645",175.00,80.00,640.00,10.00,165.00,150.00,445.00,200.00
"24660646","0646",95.00,45.00,445.00,0.00,165.00,100.00,380.00,160.00
"24660649","0649",65.00,55.00,640.00,5.00,265.00,205.00,565.00,135.00
"24660650","0650",175.00,75.00,750.00,10.00,275.00,195.00,595.00,270.00
"24660652","0652",140.00,30.00,365.00,5.00,160.00,80.00,265.00,200.00
"24660654","0654",25.00,30.00,325.00,0.00,115.00,100.00,255.00,155.00
"24660655","0655",90.00,50.00,310.00,5.00,175.00,60.00,230.00,180.00
"24660656","0656",85.00,85.00,420.00,15.00,120.00,155.00,235.00,325.00
"24660657","0657",90.00,145.00,500.00,15.00,115.00,240.00,260.00,410.00
"24660659","0659",85.00,125.00,380.00,10.00,135.00,145.00,330.00,315.00
"24660660","0660",85.00,95.00,325.00,15.00,75.00,140.00,200.00,220.00
"24660661","0661",235.00,125.00,375.00,25.00,195.00,165.00,250.00,445.00
"24660662","0662",60.00,15.00,160.00,5.00,30.00,65.00,80.00,110.00
"24660663","0663",285.00,60.00,245.00,20.00,245.00,55.00,165.00,445.00
"24660664","0664",470.00,115.00,390.00,35.00,335.00,130.00,240.00,755.00
"24660665","0665",270.00,25.00,190.00,20.00,215.00,20.00,150.00,315.00
"24660666","0666",425.00,35.00,305.00,35.00,345.00,25.00,180.00,530.00
"24660667","0667",290.00,30.00,190.00,10.00,225.00,40.00,125.00,305.00
"24660668","0668",225.00,15.00,200.00,15.00,175.00,20.00,80.00,340.00
"24660669","0669",310.00,15.00,165.00,15.00,260.00,30.00,335.00,235.00
"24660670","0670",450.00,35.00,235.00,30.00,325.00,65.00,230.00,520.00
"24660671","0671",350.00,60.00,325.00,25.00,225.00,95.00,245.00,450.00
"24660672","0672",205.00,50.00,205.00,20.00,130.00,30.00,175.00,335.00
"24660673","0673",245.00,25.00,160.00,20.00,170.00,15.00,130.00,275.00
"24660676","0676",205.00,60.00,165.00,25.00,195.00,35.00,135.00,370.00
"24660677","0677",180.00,65.00,270.00,20.00,125.00,35.00,200.00,310.00
"24660678","0678",495.00,65.00,360.00,30.00,360.00,70.00,230.00,645.00
"24660679","0679",305.00,35.00,190.00,35.00,185.00,50.00,125.00,345.00
"24660680","0680",160.00,50.00,195.00,5.00,95.00,35.00,120.00,220.00
"24660681","0681",330.00,160.00,480.00,40.00,290.00,85.00,415.00,515.00
