"COL0","COL1","COL2","COL3","COL4","COL5","COL6","COL7","COL8","COL9"
"24661664","1664",25.00,255.00,380.00,5.00,40.00,320.00,510.00,115.00
"24661665","1665",10.00,210.00,255.00,5.00,20.00,240.00,335.00,90.00
"24661666","1666",25.00,275.00,410.00,5.00,40.00,380.00,535.00,155.00
"24661667","1667",15.00,185.00,225.00,15.00,30.00,270.00,305.00,290.00
"24661668","1668",10.00,265.00,305.00,10.00,15.00,285.00,360.00,160.00
"24661669","1669",15.00,220.00,275.00,5.00,20.00,210.00,405.00,90.00
"24661670","1670",30.00,345.00,385.00,15.00,40.00,355.00,510.00,300.00
"24661671","1671",10.00,205.00,220.00,5.00,15.00,205.00,300.00,145.00
"24661672","1672",10.00,175.00,170.00,10.00,15.00,135.00,230.00,120.00
"24661673","1673",20.00,470.00,555.00,40.00,55.00,465.00,665.00,365.00
"24661674","1674",5.00,295.00,300.00,5.00,45.00,255.00,505.00,165.00
"24661675","1675",5.00,120.00,155.00,5.00,30.00,120.00,240.00,90.00
"24661676","1676",15.00,230.00,185.00,5.00,20.00,195.00,250.00,160.00
"24661677","1677",20.00,215.00,180.00,10.00,20.00,155.00,175.00,185.00
"24661678","1678",5.00,190.00,245.00,5.00,20.00,180.00,360.00,75.00
"24661679","1679",0.00,115.00,170.00,5.00,15.00,145.00,290.00,15.00
"24661680","1680",25.00,290.00,285.00,10.00,50.00,240.00,425.00,200.00
"24661681","1681",10.00,320.00,250.00,10.00,35.00,245.00,325.00,220.00
"24661682","1682",20.00,260.00,330.00,5.00,35.00,295.00,505.00,165.00
"24661683","1683",0.00,250.00,265.00,5.00,15.00,255.00,345.00,160.00
"24661684","1684",5.00,285.00,345.00,10.00,45.00,280.00,500.00,80.00
"24661685","1685",25.00,405.00,385.00,15.00,35.00,400.00,480.00,315.00
"24661686","1686",10.00,265.00,365.00,5.00,30.00,270.00,475.00,145.00
"24661687","1687",20.00,220.00,290.00,10.00,25.00,290.00,345.00,155.00
"24661688","1688",5.00,150.00,305.00,5.00,45.00,235.00,365.00,130.00
"24661689","1689",10.00,170.00,240.00,15.00,40.00,150.00,260.00,150.00
"24661690","1690",10.00,140.00,235.00,10.00,20.00,195.00,300.00,125.00
"24661691","1691",15.00,235.00,310.00,5.00,30.00,250.00,340.00,210.00
"24661692","1692",30.00,305.00,375.00,20.00,55.00,260.00,465.00,240.00
"24661693","1693",15.00,210.00,260.00,10.00,30.00,170.00,355.00,120.00
"24661694","1694",10.00,85.00,130.00,15.00,20.00,105.00,145.00,120.00
"24661695","1695",10.00,170.00,155.00,10.00,35.00,110.00,175.00,160.00
"24661696","1696",10.00,340.00,230.00,10.00,15.00,85.00,410.00,135.00
"24661697","1697",40.00,655.00,460.00,45.00,35.00,400.00,365.00,695.00
"24661698","1698",10.00,260.00,245.00,25.00,15.00,215.00,315.00,195.00
"24661699","1699",40.00,315.00,335.00,30.00,25.00,260.00,340.00,345.00
"24661700","1700",25.00,405.00,255.00,15.00,15.00,225.00,370.00,400.00
"24661701","1701",25.00,145.00,275.00,10.00,35.00,110.00,230.00,210.00
"24661702","1702",10.00,250.00,225.00,15.00,60.00,185.00,290.00,270.00
"24661703","1703",25.00,315.00,370.00,15.00,10.00,205.00,355.00,145.00
"24661704","1704",15.00,265.00,305.00,25.00,60.00,220.00,410.00,180.00
"24661705","1705",20.00,290.00,250.00,15.00,30.00,210.00,380.00,215.00
"24661708","1708",50.00,945.00,1730.00,10.00,125.00,985.00,2330.00,340.00
"24661709","1709",10.00,445.00,425.00,5.00,10.00,210.00,755.00,140.00
"24661710","1710",10.00,205.00,240.00,10.00,30.00,275.00,370.00,100.00
"24661711","1711",15.00,235.00,255.00,10.00,15.00,320.00,445.00,125.00
"24661712","1712",5.00,150.00,225.00,0.00,30.00,180.00,285.00,50.00
"24661713","1713",15.00,245.00,280.00,5.00,35.00,285.00,415.00,95.00
"24661714","1714",10.00,210.00,225.00,5.00,25.00,200.00,300.00,110.00
"24661715","1715",5.00,365.00,280.00,10.00,10.00,290.00,400.00,255.00
"24661716","1716",10.00,210.00,285.00,5.00,10.00,260.00,475.00,65.00
"24661717","1717",10.00,235.00,205.00,5.00,10.00,205.00,400.00,75.00
"24661718","1718",5.00,255.00,180.00,0.00,30.00,240.00,390.00,65.00
"24661719","1719",5.00,320.00,300.00,5.00,30.00,340.00,565.00,65.00
"24661720","1720",5.00,315.00,285.00,10.00,30.00,325.00,475.00,145.00
"24661721","1721",10.00,235.00,205.00,15.00,20.00,195.00,335.00,110.00
"24661723","1723",15.00,330.00,280.00,10.00,20.00,270.00,490.00,100.00
"24661725","1725",0.00,140.00,145.00,5.00,15.00,155.00,230.00,35.00
"24661726","1726",10.00,195.00,225.00,5.00,0.00,275.00,445.00,65.00
"24661727","1727",5.00,220.00,230.00,0.00,20.00,215.00,335.00,50.00
"24661728","1728",10.00,370.00,450.00,5.00,50.00,445.00,695.00,90.00
"24661729","1729",,,,,0.00,65.00,105.00,10.00
"24661730","1730",15.00,180.00,230.00,0.00,25.00,165.00,370.00,40.00
"24661731","1731",5.00,195.00,275.00,0.00,15.00,235.00,410.00,50.00
"24661732","1732",5.00,160.00,245.00,0.00,15.00,250.00,380.00,45.00
"24661733","1733",5.00,185.00,265.00,0.00,15.00,190.00,355.00,30.00
"24661734","1734",5.00,230.00,310.00,0.00,20.00,270.00,460.00,85.00
"24661735","1735",0.00,200.00,310.00,0.00,10.00,310.00,500.00,45.00
"24661736","1736",5.00,195.00,320.00,0.00,30.00,260.00,385.00,50.00
"24661737","1737",0.00,175.00,230.00,5.00,15.00,200.00,400.00,40.00
"24661738","1738",5.00,325.00,320.00,5.00,35.00,270.00,615.00,55.00
"24661739","1739",5.00,205.00,330.00,0.00,35.00,315.00,525.00,50.00
"24661740","1740",15.00,175.00,250.00,0.00,15.00,270.00,340.00,85.00
"24661741","1741",5.00,220.00,320.00,0.00,25.00,320.00,450.00,60.00
"24661742","1742",5.00,205.00,275.00,5.00,30.00,205.00,395.00,45.00
"24661743","1743",5.00,140.00,255.00,5.00,35.00,255.00,415.00,55.00
"24661744","1744",5.00,245.00,360.00,5.00,30.00,300.00,495.00,70.00
"24661745","1745",5.00,200.00,270.00,5.00,25.00,225.00,390.00,25.00
"24661746","1746",5.00,290.00,445.00,0.00,45.00,430.00,595.00,125.00
"24661747","1747",5.00,200.00,290.00,0.00,40.00,230.00,355.00,60.00
"24661748","1748",15.00,415.00,590.00,10.00,70.00,545.00,845.00,180.00
"24661749","1749",10.00,240.00,300.00,5.00,25.00,360.00,520.00,105.00
"24661750","1750",5.00,240.00,300.00,0.00,30.00,265.00,450.00,70.00
"24661751","1751",10.00,85.00,205.00,5.00,40.00,145.00,230.00,90.00
"24661752","1752",10.00,240.00,460.00,5.00,50.00,425.00,605.00,110.00
"24661753","1753",10.00,175.00,305.00,0.00,25.00,275.00,455.00,60.00
"24661754","1754",10.00,175.00,235.00,0.00,15.00,225.00,360.00,40.00
"24661755","1755",0.00,150.00,300.00,0.00,25.00,275.00,400.00,25.00
"24661756","1756",5.00,190.00,220.00,5.00,25.00,200.00,360.00,65.00
"24661757","1757",5.00,285.00,485.00,5.00,40.00,405.00,660.00,85.00
"24661758","1758",5.00,165.00,280.00,5.00,20.00,310.00,465.00,25.00
"24661759","1759",0.00,195.00,285.00,0.00,30.00,260.00,435.00,45.00
"24661760","1760",10.00,140.00,265.00,5.00,15.00,255.00,395.00,70.00
"24661761","1761",10.00,320.00,445.00,10.00,55.00,365.00,610.00,75.00
"24661762","1762",10.00,210.00,355.00,0.00,30.00,290.00,425.00,70.00
"24661763","1763",10.00,410.00,545.00,10.00,55.00,525.00,785.00,210.00
"24661764","1764",5.00,135.00,180.00,0.00,10.00,155.00,265.00,30.00
"24661765","1765",15.00,320.00,555.00,10.00,65.00,440.00,725.00,110.00
"24661766","1766",10.00,340.00,475.00,5.00,65.00,510.00,745.00,175.00
"24661767","1767",15.00,360.00,830.00,10.00,90.00,775.00,965.00,260.00
"24661768","1768",10.00,145.00,300.00,5.00,25.00,270.00,385.00,95.00
"24661769","1769",0.00,120.00,210.00,0.00,20.00,190.00,260.00,40.00
"24661770","1770",5.00,160.00,250.00,5.00,25.00,185.00,275.00,25.00
"24661771","1771",20.00,220.00,460.00,10.00,60.00,375.00,530.00,170.00
"24661772","1772",10.00,140.00,190.00,0.00,30.00,250.00,350.00,30.00
"24661773","1773",5.00,265.00,370.00,5.00,15.00,355.00,555.00,65.00
"24661774","1774",20.00,130.00,285.00,5.00,40.00,255.00,285.00,120.00
"24661775","1775",15.00,175.00,270.00,10.00,30.00,245.00,360.00,95.00
"24661776","1776",25.00,115.00,250.00,5.00,55.00,165.00,315.00,100.00
"24661777","1777",10.00,205.00,440.00,5.00,55.00,380.00,570.00,135.00
"24661778","1778",10.00,420.00,540.00,10.00,45.00,425.00,750.00,220.00
"24661779","1779",35.00,165.00,390.00,10.00,30.00,290.00,360.00,205.00
"24661780","1780",10.00,165.00,330.00,0.00,50.00,270.00,375.00,90.00
"24661781","1781",35.00,210.00,430.00,5.00,80.00,360.00,495.00,150.00
"24661782","1782",15.00,225.00,350.00,0.00,55.00,285.00,435.00,80.00
"24661783","1783",65.00,305.00,545.00,45.00,50.00,440.00,680.00,260.00
"24661784","1784",30.00,245.00,360.00,10.00,90.00,345.00,525.00,205.00
"24661785","1785",10.00,165.00,205.00,10.00,35.00,175.00,300.00,85.00
"24661786","1786",40.00,165.00,325.00,25.00,60.00,255.00,350.00,145.00
"24661787","1787",25.00,170.00,330.00,0.00,40.00,295.00,385.00,90.00
"24661788","1788",15.00,200.00,310.00,5.00,35.00,240.00,420.00,95.00
"24661789","1789",15.00,135.00,365.00,5.00,60.00,265.00,330.00,105.00
"24661790","1790",30.00,175.00,355.00,10.00,35.00,300.00,390.00,120.00
"24661791","1791",5.00,145.00,380.00,0.00,60.00,340.00,480.00,85.00
"24661792","1792",10.00,205.00,395.00,10.00,30.00,375.00,470.00,80.00
"24661793","1793",5.00,110.00,280.00,0.00,25.00,205.00,295.00,60.00
"24661794","1794",20.00,110.00,285.00,0.00,50.00,210.00,360.00,85.00
"24661795","1795",25.00,180.00,540.00,5.00,75.00,405.00,540.00,150.00
"24661796","1796",15.00,130.00,305.00,0.00,65.00,260.00,390.00,130.00
"24661797","1797",5.00,110.00,270.00,0.00,15.00,215.00,230.00,30.00
"24661798","1798",15.00,140.00,430.00,5.00,90.00,335.00,530.00,135.00
"24661799","1799",25.00,175.00,300.00,5.00,25.00,215.00,295.00,155.00
"24661800","1800",10.00,190.00,310.00,0.00,30.00,265.00,270.00,160.00
"24661801","1801",5.00,50.00,215.00,0.00,15.00,150.00,175.00,45.00
"24661802","1802",15.00,180.00,395.00,10.00,85.00,275.00,470.00,95.00
"24661803","1803",10.00,105.00,330.00,5.00,60.00,255.00,360.00,55.00
"24661804","1804",5.00,150.00,330.00,0.00,55.00,280.00,365.00,110.00
"24661805","1805",10.00,160.00,455.00,5.00,90.00,350.00,495.00,125.00
"24661806","1806",10.00,185.00,520.00,5.00,80.00,375.00,510.00,130.00
"24661807","1807",10.00,125.00,415.00,0.00,20.00,300.00,375.00,90.00
"24661808","1808",5.00,140.00,310.00,0.00,35.00,245.00,320.00,75.00
"24661809","1809",10.00,125.00,340.00,5.00,25.00,335.00,385.00,100.00
"24661810","1810",25.00,360.00,755.00,10.00,60.00,650.00,925.00,210.00
"24661811","1811",10.00,110.00,340.00,0.00,35.00,235.00,340.00,90.00
"24661812","1812",10.00,120.00,340.00,0.00,45.00,235.00,285.00,70.00
"24661813","1813",10.00,115.00,275.00,0.00,35.00,225.00,290.00,75.00
"24661814","1814",15.00,120.00,430.00,5.00,80.00,325.00,390.00,80.00
"24661815","1815",10.00,90.00,230.00,0.00,45.00,170.00,260.00,45.00
"24661816","1816",5.00,155.00,430.00,0.00,50.00,330.00,475.00,65.00
"24661817","1817",5.00,125.00,405.00,5.00,55.00,330.00,445.00,110.00
"24661818","1818",20.00,120.00,285.00,0.00,40.00,145.00,335.00,75.00
"24661819","1819",15.00,160.00,465.00,0.00,65.00,390.00,455.00,105.00
"24661820","1820",20.00,95.00,395.00,0.00,55.00,250.00,375.00,90.00
"24661821","1821",10.00,195.00,505.00,5.00,45.00,440.00,555.00,115.00
"24661822","1822",25.00,115.00,380.00,0.00,80.00,275.00,405.00,95.00
"24661823","1823",20.00,120.00,400.00,5.00,55.00,335.00,420.00,75.00
"24661824","1824",20.00,265.00,715.00,5.00,110.00,610.00,735.00,195.00
"24661825","1825",5.00,135.00,330.00,5.00,35.00,285.00,340.00,110.00
"24661826","1826",10.00,130.00,405.00,5.00,65.00,305.00,435.00,95.00
"24661827","1827",15.00,215.00,675.00,5.00,95.00,470.00,600.00,235.00
"24661828","1828",15.00,155.00,465.00,5.00,85.00,330.00,515.00,75.00
"24661829","1829",10.00,135.00,340.00,5.00,25.00,210.00,345.00,55.00
"24661830","1830",25.00,105.00,400.00,0.00,65.00,300.00,415.00,130.00
"24661831","1831",15.00,100.00,315.00,0.00,80.00,225.00,400.00,75.00
"24661832","1832",20.00,115.00,405.00,0.00,95.00,275.00,380.00,150.00
"24661833","1833",30.00,120.00,430.00,0.00,70.00,285.00,305.00,85.00
"24661834","1834",35.00,85.00,395.00,0.00,120.00,245.00,320.00,110.00
"24661835","1835",30.00,145.00,435.00,5.00,90.00,260.00,385.00,145.00
"24661836","1836",20.00,90.00,225.00,5.00,50.00,160.00,215.00,95.00
"24661837","1837",15.00,110.00,315.00,5.00,80.00,230.00,310.00,105.00
"24661838","1838",35.00,185.00,500.00,5.00,100.00,330.00,415.00,220.00
"24661839","1839",25.00,95.00,440.00,5.00,145.00,290.00,355.00,135.00
"24661840","1840",10.00,85.00,230.00,0.00,50.00,155.00,295.00,110.00
"24661841","1841",25.00,60.00,275.00,5.00,65.00,185.00,205.00,70.00
"24661842","1842",55.00,270.00,365.00,15.00,75.00,215.00,425.00,195.00
"24661843","1843",40.00,130.00,455.00,5.00,85.00,345.00,505.00,100.00
"24661844","1844",20.00,120.00,390.00,5.00,90.00,250.00,345.00,130.00
"24661845","1845",20.00,115.00,380.00,0.00,70.00,215.00,335.00,80.00
"24661846","1846",25.00,80.00,450.00,0.00,75.00,230.00,330.00,100.00
"24661847","1847",45.00,85.00,425.00,0.00,125.00,195.00,295.00,90.00
"24661848","1848",75.00,130.00,490.00,10.00,125.00,255.00,360.00,250.00
"24661849","1849",20.00,155.00,430.00,5.00,80.00,255.00,385.00,180.00
"24661850","1850",60.00,195.00,260.00,10.00,70.00,135.00,255.00,210.00
"24661851","1851",35.00,170.00,475.00,5.00,55.00,290.00,410.00,175.00
"24661852","1852",15.00,175.00,485.00,5.00,50.00,340.00,510.00,145.00
"24661853","1853",35.00,235.00,590.00,5.00,75.00,535.00,600.00,195.00
"24661854","1854",20.00,145.00,300.00,10.00,45.00,190.00,340.00,115.00
"24661855","1855",30.00,110.00,410.00,5.00,70.00,260.00,355.00,135.00
"24661856","1856",20.00,65.00,275.00,0.00,70.00,170.00,225.00,75.00
"24661857","1857",20.00,75.00,245.00,0.00,45.00,215.00,220.00,75.00
"24661858","1858",65.00,105.00,655.00,0.00,115.00,445.00,410.00,195.00
"24661859","1859",50.00,185.00,405.00,15.00,70.00,175.00,335.00,110.00
"24661860","1860",75.00,215.00,285.00,20.00,40.00,155.00,335.00,215.00
"24661861","1861",25.00,110.00,435.00,0.00,125.00,315.00,410.00,145.00
"24661862","1862",20.00,115.00,300.00,5.00,35.00,200.00,300.00,65.00
"24661863","1863",25.00,145.00,390.00,0.00,75.00,260.00,420.00,105.00
"24661864","1864",10.00,135.00,190.00,5.00,25.00,110.00,240.00,75.00
"24661865","1865",20.00,115.00,350.00,5.00,40.00,235.00,345.00,110.00
"24661866","1866",30.00,80.00,405.00,0.00,75.00,245.00,310.00,110.00
"24661867","1867",20.00,105.00,300.00,10.00,25.00,185.00,280.00,100.00
"24661868","1868",45.00,85.00,295.00,5.00,85.00,175.00,195.00,135.00
"24661869","1869",30.00,135.00,285.00,5.00,50.00,175.00,345.00,95.00
"24661870","1870",30.00,210.00,505.00,0.00,70.00,385.00,540.00,175.00
"24661871","1871",50.00,395.00,875.00,10.00,165.00,650.00,895.00,305.00
"24661872","1872",5.00,50.00,85.00,0.00,15.00,70.00,95.00,25.00
"24661873","1873",60.00,185.00,345.00,10.00,40.00,220.00,410.00,225.00
"24661874","1874",40.00,245.00,405.00,5.00,50.00,295.00,550.00,140.00
"24661877","1877",15.00,150.00,265.00,10.00,10.00,145.00,265.00,65.00
"24661879","1879",30.00,320.00,515.00,5.00,45.00,460.00,600.00,170.00
"24661880","1880",20.00,155.00,360.00,5.00,75.00,295.00,340.00,130.00
"24661881","1881",25.00,170.00,480.00,5.00,70.00,385.00,490.00,185.00
"24661882","1882",25.00,205.00,765.00,5.00,125.00,590.00,720.00,205.00
"24661883","1883",30.00,170.00,435.00,5.00,80.00,295.00,475.00,85.00
"24661884","1884",25.00,195.00,315.00,10.00,70.00,235.00,385.00,115.00
"24661885","1885",30.00,205.00,495.00,15.00,75.00,425.00,490.00,225.00
"24661886","1886",25.00,235.00,345.00,15.00,60.00,295.00,500.00,105.00
"24661887","1887",20.00,125.00,445.00,0.00,65.00,330.00,400.00,125.00
"24661889","1889",60.00,295.00,910.00,5.00,180.00,530.00,645.00,390.00
"24661890","1890",20.00,75.00,275.00,0.00,75.00,240.00,285.00,115.00
"24661891","1891",5.00,75.00,220.00,5.00,75.00,140.00,175.00,85.00
"24661892","1892",20.00,135.00,355.00,5.00,100.00,280.00,425.00,75.00
"24661893","1893",10.00,75.00,215.00,5.00,65.00,145.00,235.00,70.00
"24661894","1894",0.00,105.00,205.00,5.00,35.00,200.00,205.00,85.00
"24661895","1895",25.00,95.00,510.00,0.00,100.00,320.00,430.00,130.00
"24661896","1896",40.00,105.00,330.00,0.00,90.00,190.00,265.00,145.00
"24661897","1897",20.00,175.00,465.00,0.00,65.00,305.00,490.00,145.00
"24661898","1898",15.00,115.00,395.00,0.00,95.00,240.00,330.00,150.00
"24661899","1899",40.00,200.00,680.00,5.00,110.00,445.00,610.00,210.00
"24661900","1900",25.00,135.00,400.00,0.00,55.00,270.00,385.00,150.00
"24661901","1901",5.00,110.00,275.00,0.00,35.00,210.00,280.00,80.00
"24661902","1902",10.00,180.00,485.00,0.00,75.00,385.00,485.00,125.00
"24661903","1903",15.00,90.00,315.00,0.00,70.00,230.00,300.00,120.00
"24661904","1904",20.00,95.00,325.00,5.00,85.00,195.00,290.00,85.00
"24661905","1905",15.00,110.00,385.00,5.00,70.00,290.00,375.00,100.00
"24661906","1906",10.00,100.00,360.00,0.00,65.00,215.00,265.00,100.00
"24661907","1907",25.00,175.00,440.00,0.00,100.00,255.00,415.00,130.00
"24661908","1908",25.00,155.00,555.00,5.00,90.00,430.00,445.00,155.00
"24661909","1909",10.00,95.00,275.00,5.00,50.00,215.00,280.00,55.00
"24661910","1910",10.00,125.00,340.00,0.00,55.00,285.00,370.00,105.00
"24661911","1911",15.00,115.00,365.00,0.00,55.00,280.00,395.00,50.00
"24661912","1912",10.00,110.00,325.00,0.00,30.00,280.00,350.00,50.00
"24661913","1913",5.00,150.00,375.00,5.00,65.00,285.00,385.00,145.00
"24661916","1916",35.00,195.00,390.00,15.00,55.00,265.00,435.00,155.00
"24661917","1917",20.00,275.00,420.00,10.00,60.00,360.00,605.00,115.00
"24661918","1918",5.00,225.00,345.00,5.00,35.00,290.00,395.00,85.00
"24661919","1919",20.00,535.00,270.00,10.00,15.00,230.00,645.00,115.00
"24661920","1920",5.00,175.00,210.00,5.00,25.00,200.00,355.00,30.00
"24661921","1921",5.00,160.00,205.00,0.00,35.00,155.00,300.00,45.00
"24661922","1922",10.00,190.00,265.00,0.00,0.00,230.00,370.00,50.00
"24661925","1925",145.00,460.00,1640.00,20.00,370.00,915.00,1430.00,660.00
"24661926","1926",40.00,70.00,340.00,5.00,95.00,240.00,305.00,125.00
"24661927","1927",55.00,110.00,465.00,5.00,90.00,250.00,275.00,215.00
"24661928","1928",75.00,85.00,435.00,5.00,130.00,290.00,210.00,285.00
"24661929","1929",25.00,165.00,300.00,5.00,30.00,175.00,380.00,100.00
"24661936","1936",35.00,60.00,285.00,5.00,95.00,195.00,255.00,100.00
"24661937","1937",65.00,80.00,530.00,0.00,175.00,260.00,405.00,135.00
"24661940","1940",160.00,65.00,420.00,10.00,265.00,160.00,350.00,195.00
"24661941","1941",105.00,65.00,300.00,5.00,135.00,130.00,225.00,120.00
"24661942","1942",45.00,85.00,200.00,5.00,70.00,80.00,135.00,100.00
"24661943","1943",140.00,50.00,285.00,0.00,220.00,120.00,255.00,155.00
"24661944","1944",80.00,120.00,480.00,0.00,100.00,195.00,405.00,145.00
"24661945","1945",80.00,25.00,250.00,5.00,135.00,80.00,150.00,75.00
"24661946","1946",105.00,65.00,455.00,5.00,190.00,240.00,420.00,190.00
"24661947","1947",65.00,70.00,290.00,10.00,95.00,160.00,195.00,100.00
"24661948","1948",50.00,75.00,360.00,15.00,125.00,170.00,345.00,165.00
"24661949","1949",45.00,110.00,480.00,5.00,110.00,270.00,450.00,150.00
"24661950","1950",25.00,40.00,325.00,5.00,80.00,185.00,210.00,80.00
"24661953","1953",45.00,125.00,425.00,5.00,100.00,310.00,395.00,145.00
"24661954","1954",50.00,115.00,445.00,5.00,105.00,290.00,355.00,185.00
"24661955","1955",50.00,90.00,325.00,5.00,120.00,170.00,265.00,145.00
"24661956","1956",30.00,95.00,315.00,5.00,75.00,180.00,250.00,150.00
"24661957","1957",55.00,135.00,505.00,10.00,140.00,355.00,455.00,160.00
"24661958","1958",90.00,120.00,500.00,20.00,185.00,265.00,450.00,160.00
"24661959","1959",60.00,60.00,340.00,20.00,120.00,150.00,250.00,115.00
"24661960","1960",95.00,65.00,415.00,5.00,280.00,170.00,370.00,185.00
"24661961","1961",75.00,30.00,340.00,0.00,180.00,110.00,275.00,60.00
"24661962","1962",65.00,70.00,280.00,20.00,130.00,140.00,245.00,150.00
"24661963","1963",75.00,130.00,520.00,10.00,195.00,330.00,470.00,245.00
"24661964","1964",45.00,140.00,525.00,15.00,120.00,310.00,500.00,150.00
"24661965","1965",50.00,90.00,435.00,0.00,130.00,320.00,390.00,140.00
"24661966","1966",20.00,220.00,750.00,0.00,160.00,605.00,775.00,200.00
"24661967","1967",25.00,285.00,485.00,10.00,35.00,305.00,470.00,210.00
"24661968","1968",5.00,165.00,330.00,5.00,30.00,240.00,365.00,80.00
"24661969","1969",10.00,215.00,405.00,5.00,50.00,430.00,535.00,80.00
"24661970","1970",5.00,130.00,335.00,0.00,35.00,305.00,430.00,50.00
"24661971","1971",5.00,170.00,275.00,5.00,25.00,255.00,365.00,65.00
"24661972","1972",10.00,235.00,480.00,5.00,50.00,455.00,565.00,150.00
"24661973","1973",5.00,175.00,290.00,5.00,10.00,195.00,335.00,55.00
"24661974","1974",0.00,165.00,325.00,5.00,30.00,260.00,455.00,40.00
"24661975","1975",0.00,205.00,350.00,0.00,25.00,285.00,435.00,70.00
"24661976","1976",5.00,170.00,360.00,5.00,30.00,320.00,435.00,65.00
"24661977","1977",5.00,145.00,245.00,0.00,10.00,195.00,300.00,65.00
"24661978","1978",5.00,190.00,335.00,5.00,15.00,320.00,420.00,80.00
"24661979","1979",5.00,235.00,390.00,0.00,25.00,370.00,550.00,65.00
"24661980","1980",5.00,205.00,325.00,0.00,15.00,305.00,520.00,50.00
"24661981","1981",5.00,185.00,290.00,0.00,25.00,240.00,395.00,50.00
"24661982","1982",5.00,195.00,305.00,5.00,25.00,275.00,400.00,85.00
"24661983","1983",15.00,215.00,370.00,10.00,20.00,370.00,450.00,155.00
"24661984","1984",5.00,235.00,365.00,5.00,20.00,350.00,485.00,90.00
"24661985","1985",10.00,165.00,190.00,5.00,0.00,140.00,190.00,130.00
"24661986","1986",10.00,255.00,330.00,5.00,25.00,305.00,405.00,140.00
"24661987","1987",10.00,130.00,235.00,0.00,15.00,220.00,335.00,40.00
"24661988","1988",5.00,105.00,210.00,5.00,10.00,220.00,290.00,10.00
"24661989","1989",5.00,190.00,325.00,0.00,25.00,310.00,465.00,65.00
"24661990","1990",0.00,180.00,265.00,5.00,15.00,240.00,375.00,70.00
"24661991","1991",10.00,225.00,335.00,5.00,70.00,385.00,540.00,95.00
"24661992","1992",0.00,220.00,310.00,0.00,25.00,280.00,450.00,60.00
"24661993","1993",10.00,175.00,405.00,0.00,25.00,390.00,510.00,95.00
"24661994","1994",5.00,195.00,265.00,0.00,25.00,275.00,390.00,105.00
"24661995","1995",20.00,305.00,370.00,5.00,20.00,330.00,560.00,145.00
"24661996","1996",5.00,195.00,250.00,0.00,15.00,245.00,395.00,50.00
"24661997","1997",5.00,185.00,315.00,0.00,30.00,335.00,450.00,65.00
"24661998","1998",15.00,270.00,385.00,0.00,15.00,315.00,515.00,100.00
"24661999","1999",15.00,225.00,350.00,0.00,40.00,325.00,455.00,130.00
"24662000","2000",5.00,185.00,285.00,5.00,30.00,265.00,425.00,85.00
"24662001","2001",25.00,205.00,345.00,15.00,40.00,325.00,475.00,140.00
"24662002","2002",15.00,275.00,265.00,5.00,10.00,205.00,395.00,120.00
"24662003","2003",0.00,115.00,165.00,0.00,15.00,125.00,245.00,40.00
"24662004","2004",10.00,190.00,330.00,10.00,55.00,255.00,415.00,135.00
"24662005","2005",5.00,200.00,295.00,0.00,35.00,245.00,375.00,95.00
"24662006","2006",10.00,265.00,270.00,5.00,45.00,255.00,360.00,200.00
"24662007","2007",10.00,240.00,310.00,5.00,35.00,305.00,450.00,130.00
"24662008","2008",10.00,175.00,315.00,5.00,0.00,295.00,405.00,75.00
"24662009","2009",15.00,195.00,265.00,5.00,20.00,245.00,360.00,70.00
"24662010","2010",10.00,240.00,305.00,0.00,25.00,265.00,455.00,75.00
"24662011","2011",5.00,295.00,425.00,5.00,60.00,340.00,600.00,75.00
"24662012","2012",5.00,295.00,340.00,0.00,20.00,315.00,480.00,85.00
"24662013","2013",10.00,200.00,320.00,10.00,30.00,240.00,360.00,140.00
"24662014","2014",10.00,300.00,415.00,5.00,50.00,290.00,505.00,230.00
"24662015","2015",10.00,130.00,220.00,0.00,20.00,210.00,320.00,45.00
"24662016","2016",0.00,215.00,370.00,0.00,30.00,370.00,550.00,75.00
"24662017","2017",5.00,140.00,235.00,0.00,10.00,245.00,350.00,40.00
"24662018","2018",5.00,120.00,290.00,0.00,35.00,260.00,380.00,45.00
"24662019","2019",0.00,140.00,265.00,0.00,15.00,235.00,350.00,20.00
"24662020","2020",0.00,160.00,270.00,5.00,20.00,250.00,345.00,45.00
"24662021","2021",5.00,185.00,240.00,5.00,25.00,275.00,420.00,60.00
"24662022","2022",5.00,145.00,320.00,0.00,15.00,285.00,405.00,45.00
"24662024","2024",5.00,435.00,660.00,10.00,50.00,500.00,855.00,200.00
"24662025","2025",25.00,360.00,300.00,10.00,30.00,215.00,325.00,275.00
"24662026","2026",35.00,215.00,510.00,5.00,70.00,345.00,510.00,180.00
"24662027","2027",20.00,135.00,440.00,0.00,50.00,395.00,500.00,65.00
"24662028","2028",10.00,135.00,275.00,0.00,25.00,235.00,345.00,80.00
"24662029","2029",15.00,125.00,410.00,0.00,85.00,320.00,435.00,115.00
"24662030","2030",10.00,135.00,370.00,0.00,70.00,300.00,410.00,55.00
"24662031","2031",10.00,225.00,465.00,5.00,60.00,490.00,660.00,130.00
"24662032","2032",15.00,200.00,400.00,5.00,50.00,315.00,440.00,105.00
"24662033","2033",0.00,115.00,285.00,0.00,25.00,245.00,345.00,60.00
"24662034","2034",5.00,105.00,185.00,0.00,20.00,170.00,210.00,70.00
"24662035","2035",15.00,215.00,330.00,10.00,25.00,255.00,395.00,105.00
