COL0,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10
2466,0,2004265,262290,486845,1185020,45860,201310,416430,1168390,652730
24660001,1,651,5,310,290,5,0,275,555,35
24660002,2,542,5,280,255,0,15,190,475,40
24660003,3,303,5,165,130,5,0,95,265,30
24660004,4,273,5,130,135,5,0,145,285,10
24660005,5,231,0,135,100,0,0,90,235,55
24660006,6,417,0,235,180,5,10,200,330,60
24660007,7,685,0,390,285,5,0,295,555,80
24660008,8,491,5,265,210,0,0,200,405,70
24660009,9,236,0,120,110,0,0,90,200,10
24660010,10,709,5,335,320,5,15,200,540,45
24660011,11,847,5,535,305,5,0,225,650,90
24660012,12,1065,10,530,515,10,25,515,870,190
24660013,13,533,5,295,235,0,0,160,380,95
24660014,14,527,5,265,250,10,0,285,420,130
24660015,15,484,10,315,160,0,0,235,365,75
24660016,16,688,5,355,330,5,0,335,505,220
24660017,17,515,5,295,210,5,0,200,430,90
24660020,20,455,0,255,195,5,0,155,385,40
24660021,21,586,0,395,180,5,10,225,520,150
24660022,22,342,5,195,140,0,10,90,285,40
24660023,23,541,10,315,210,0,0,200,390,130
24660024,24,625,5,335,265,5,10,235,510,90
24660025,25,589,5,320,225,5,0,195,415,55
24660026,26,754,5,145,75,0,0,70,190,15
24660027,27,591,5,360,230,0,0,240,480,60
24660028,28,356,5,195,155,5,0,155,250,95
24660029,29,402,0,210,185,0,0,170,290,90
24660030,30,1043,10,560,445,10,0,380,755,255
24660031,31,520,5,255,255,5,15,240,395,100
24660032,32,486,10,275,200,0,0,270,485,55
24660033,33,905,5,480,410,5,15,360,775,135
24660034,34,355,0,190,165,0,0,165,315,65
24660035,35,438,0,200,235,0,0,195,380,105
24660036,36,788,5,465,315,5,15,295,675,85
24660037,37,630,0,375,245,0,10,295,490,135
24660038,38,568,5,355,210,0,0,250,510,70
24660039,39,494,0,320,165,5,0,210,450,25
24660040,40,480,0,255,195,5,15,175,345,110
24660041,41,602,5,395,200,0,0,220,435,100
24660042,42,574,10,355,210,0,15,200,405,135
24660043,43,428,10,270,145,0,10,160,300,70
24660044,44,377,0,130,130,0,0,100,220,20
24660045,45,459,5,235,180,5,10,150,325,30
24660046,46,426,20,170,175,0,0,165,315,35
24660047,47,391,0,220,165,0,0,145,360,35
24660048,48,473,5,275,190,0,0,205,405,70
24660049,49,514,10,335,165,0,20,175,405,105
24660050,50,586,5,350,230,0,0,195,470,110
24660051,51,390,0,205,180,0,0,215,370,35
24660052,52,531,5,300,215,5,0,200,465,40
24660053,53,442,10,230,200,5,30,155,295,90
24660054,54,498,15,255,225,10,0,225,510,35
24660055,55,601,5,380,210,5,0,245,450,50
24660056,56,583,5,335,240,5,0,345,555,95
24660057,57,955,15,540,385,5,15,325,695,110
24660058,58,418,0,215,135,5,0,115,315,15
24660059,59,554,5,300,190,5,0,175,405,75
24660060,60,566,0,265,280,0,10,190,445,80
24660061,61,603,10,290,275,5,0,240,425,85
24660062,62,495,5,300,185,5,0,180,445,110
24660063,63,695,10,425,260,0,0,240,550,120
24660064,64,670,5,375,285,0,0,270,460,155
24660065,65,590,10,285,285,15,15,200,440,95
24660066,66,518,5,290,215,10,0,205,485,110
24660067,67,541,5,275,240,5,10,225,440,100
24660068,68,508,20,230,235,15,10,140,340,105
24660069,69,636,10,360,250,10,0,225,445,135
24660070,70,486,15,255,210,5,25,160,355,125
24660071,71,540,5,285,235,10,10,245,355,155
24660072,72,594,10,290,280,20,10,285,410,220
24660073,73,460,0,230,220,5,10,170,355,60
24660074,74,449,15,200,230,5,0,205,315,130
24660075,75,469,0,240,220,10,0,225,405,125
24660076,76,493,20,205,250,10,15,130,345,55
24660077,77,459,5,210,245,0,20,170,420,80
24660078,78,530,5,230,285,5,15,230,395,110
24660079,79,474,5,190,280,0,0,210,350,105
24660080,80,636,10,295,310,10,0,285,530,95
24660081,81,700,10,360,320,0,0,195,465,105
24660082,82,676,10,355,300,5,10,265,495,105
24660083,83,471,10,270,170,10,0,195,430,35
24660084,84,467,0,275,190,5,15,155,375,70
24660085,85,590,5,315,265,5,10,280,525,40
24660086,86,384,10,215,150,5,0,130,340,35
24660087,87,828,30,480,290,25,35,265,545,210
24660088,88,470,5,320,140,0,0,165,365,115
24660089,89,390,5,175,205,5,0,185,305,105
24660090,90,1068,20,580,450,10,25,355,560,355
24660091,91,606,20,320,245,25,15,195,400,170
24660092,92,375,15,155,165,10,15,125,270,60
24660093,93,612,5,275,330,0,10,195,555,85
24660094,94,577,0,270,290,10,0,205,465,55
24660095,95,536,0,290,245,0,15,150,450,45
24660096,96,541,10,245,285,5,15,230,495,70
24660097,97,515,5,220,285,0,0,200,400,40
24660098,98,490,5,230,260,0,0,195,425,40
24660099,99,727,15,435,270,10,40,225,500,255
24660100,100,479,5,270,200,0,0,195,415,55
24660101,101,464,15,190,250,10,10,140,325,115
24660102,102,512,10,180,325,0,0,160,430,70
24660103,103,391,5,165,220,5,0,105,285,65
24660104,104,640,20,280,335,5,25,220,445,180
24660107,107,512,20,275,210,10,0,180,310,155
24660108,108,747,30,390,315,20,15,225,530,205
24660109,109,614,20,350,220,15,20,175,405,130
24660110,110,647,30,285,310,20,25,185,460,150
24660111,111,358,20,150,180,10,20,135,170,160
24660112,112,422,10,175,230,5,35,150,280,165
24660114,114,654,30,285,320,15,15,255,395,180
24660115,115,412,20,150,225,20,15,105,230,185
24660117,117,539,25,230,255,20,20,165,405,120
24660118,118,580,35,225,310,15,15,220,405,185
24660119,119,268,5,80,180,0,0,95,220,70
24660120,120,530,25,190,310,10,15,175,335,130
24660121,121,474,20,165,280,10,30,130,335,95
24660122,122,450,10,170,260,10,20,65,280,150
24660123,123,492,10,200,280,5,0,140,325,135
24660124,124,582,5,210,350,10,0,170,420,220
24660125,125,656,15,325,305,15,10,170,350,185
24660126,126,489,30,165,280,10,20,160,270,210
24660127,127,448,15,220,210,5,15,95,270,200
24660128,128,476,15,215,230,15,35,140,290,205
24660129,129,514,10,220,280,5,0,130,340,155
24660130,130,560,20,230,295,15,10,165,385,180
24660131,131,593,15,255,305,15,30,175,305,245
24660132,132,541,20,200,305,5,15,120,280,235
24660133,133,622,30,245,345,15,25,195,330,280
24660134,134,553,20,220,300,10,10,155,275,185
24660135,135,492,25,135,315,15,40,90,235,225
24660136,136,287,5,120,150,15,0,65,155,145
24660137,137,504,25,220,255,5,20,155,255,120
24660138,138,1806,60,765,940,40,30,325,1285,460
24660139,139,385,10,180,185,5,0,120,230,155
24660140,140,691,20,270,385,15,10,210,380,320
24660141,141,520,35,205,275,5,25,165,345,140
24660142,142,488,5,205,275,5,20,190,375,90
24660143,143,367,15,170,175,10,15,120,230,120
24660144,144,1355,10,775,550,15,0,460,715,645
24660145,145,471,10,185,255,15,0,165,390,115
24660146,146,556,15,215,320,10,10,180,345,190
24660147,147,629,30,265,315,20,20,140,250,175
24660148,148,587,10,220,345,5,10,215,430,170
24660149,149,1132,15,375,590,5,40,325,850,195
24660150,150,556,30,235,290,5,20,170,360,140
24660151,151,427,20,165,240,0,10,130,315,80
24660152,152,886,20,110,220,10,10,110,245,110
24660153,153,432,5,240,185,5,15,100,310,70
24660154,154,491,10,225,260,0,0,165,380,135
24660155,155,623,10,315,290,10,10,220,425,135
24660156,156,840,20,500,230,10,0,160,560,195
24660157,157,613,5,330,260,15,15,265,310,210
24660158,158,558,10,285,255,10,10,230,380,215
24660159,159,635,5,345,285,0,15,235,505,155
24660160,160,399,15,145,235,5,25,120,335,80
24660161,161,360,5,145,215,0,0,120,250,80
24660162,162,471,5,260,205,0,0,190,390,110
24660163,163,1120,10,650,445,15,15,405,620,370
24660164,164,615,10,345,255,10,10,210,355,240
24660165,165,1000,10,505,480,5,10,315,635,305
24660166,166,572,15,200,350,5,10,135,390,135
24660167,167,783,20,435,310,10,10,275,260,345
24660168,168,401,30,95,270,0,0,120,250,70
24660169,169,533,10,185,335,5,20,140,355,170
24660170,170,475,5,215,255,0,0,165,315,155
24660171,171,640,15,330,290,5,20,275,400,270
24660172,172,447,10,245,185,5,0,155,185,135
24660173,173,483,0,240,230,10,0,175,255,145
24660174,174,676,15,320,325,20,20,255,430,260
24660175,175,600,5,270,325,5,0,210,380,140
24660176,176,779,15,305,445,10,10,275,665,170
24660177,177,380,10,120,245,5,20,150,315,90
24660178,178,502,10,135,360,0,20,120,350,140
24660179,179,463,10,175,270,0,15,105,330,120
24660180,180,584,30,225,320,10,35,235,425,225
24660181,181,937,30,515,375,20,20,265,485,380
24660182,182,696,15,385,280,15,0,260,250,480
24660183,183,525,10,270,230,10,15,230,250,280
24660184,184,396,15,170,195,15,0,160,175,185
24660185,185,334,10,135,180,10,0,80,160,150
24660186,186,845,10,370,450,10,25,285,410,325
24660187,187,537,10,280,250,5,0,180,320,225
24660188,188,640,15,315,290,20,10,225,295,280
24660189,189,544,5,320,210,5,0,270,270,220
24660190,190,754,15,410,320,15,0,290,480,300
24660191,191,497,15,280,185,15,0,240,245,165
24660192,192,611,5,370,235,10,10,225,340,230
24660193,193,426,5,240,160,25,15,125,235,125
24660194,194,360,10,190,150,10,10,135,215,150
24660195,195,614,10,265,335,5,25,210,380,235
24660196,196,452,0,270,170,5,10,155,230,185
24660197,197,568,0,295,265,10,0,210,295,215
24660198,198,572,10,235,325,5,10,220,385,105
24660199,199,462,5,200,255,0,0,140,335,140
24660200,200,477,10,240,215,10,35,150,225,175
24660201,201,536,10,295,220,10,10,175,265,220
24660202,202,497,10,285,190,15,20,160,240,225
24660203,203,1303,40,580,660,20,40,455,800,520
24660204,204,479,15,230,230,5,0,190,255,185
24660205,205,1753,35,600,620,20,30,265,775,345
24660206,206,474,10,220,225,20,20,150,270,205
24660207,207,370,35,110,210,10,25,85,265,165
24660208,208,342,10,125,205,0,15,80,215,150
24660209,209,366,25,140,195,5,0,90,170,195
24660210,210,706,20,305,345,30,15,190,345,340
24660211,211,836,25,315,460,30,50,185,510,435
24660212,212,552,10,265,260,10,0,140,250,305
24660213,213,587,35,270,260,20,0,140,240,310
24660214,214,512,20,265,200,25,10,155,260,300
24660215,215,553,30,225,275,15,10,120,270,255
24660216,216,434,20,210,195,15,20,125,200,230
24660217,217,538,10,315,195,20,10,140,145,330
24660218,218,604,25,230,315,35,35,160,260,330
24660219,219,750,35,295,255,45,35,105,210,250
24660220,220,982,40,470,420,50,45,215,365,520
24660221,221,385,20,155,190,20,20,90,115,260
24660222,222,565,35,220,295,20,30,105,285,270
24660223,223,626,15,275,315,25,15,165,265,340
24660224,224,441,25,195,205,15,30,85,215,165
24660225,225,626,20,285,285,30,15,175,325,330
24660226,226,575,50,170,340,20,50,75,335,225
24660227,227,708,50,295,340,20,30,115,295,320
24660228,228,498,20,210,245,25,0,105,230,225
24660229,229,635,50,205,350,30,40,140,340,255
24660230,230,512,30,145,315,20,40,115,315,215
24660231,231,802,45,370,350,35,55,210,385,355
24660232,232,934,35,460,420,25,20,365,385,575
24660233,233,1414,65,555,745,50,35,375,665,645
24660234,234,584,25,210,330,15,20,190,345,205
24660235,235,807,20,370,410,5,15,270,540,240
24660236,236,791,25,365,385,15,15,245,465,265
24660238,238,465,5,230,210,20,15,155,235,125
24660239,239,822,15,390,405,10,15,255,495,340
24660241,241,1165,45,275,355,25,50,165,325,305
24660242,242,864,35,340,455,30,20,190,390,320
24660243,243,821,35,350,410,20,20,365,525,315
24660244,244,786,20,310,415,40,10,275,400,300
24660245,245,542,15,255,260,15,20,225,285,260
24660246,246,814,25,350,395,45,0,280,305,355
24660247,247,654,20,375,245,20,20,205,210,370
24660248,248,607,40,260,270,40,15,200,260,255
24660249,249,618,45,255,290,25,30,165,235,230
24660250,250,521,40,205,250,30,10,135,245,230
24660251,251,540,25,245,245,25,10,130,335,220
24660252,252,608,25,280,270,20,20,175,265,280
24660253,253,497,25,225,230,25,20,115,250,225
24660254,254,837,45,265,490,35,80,180,380,390
24660255,255,635,30,270,290,35,25,205,380,275
24660256,256,677,30,320,300,20,45,165,390,310
24660257,257,523,20,240,240,20,40,190,285,240
24660258,258,570,35,215,295,30,15,115,335,265
24660259,259,491,30,180,265,15,15,150,265,235
24660260,260,703,35,280,345,40,50,150,285,300
24660261,261,409,20,145,220,20,20,105,235,210
24660262,262,621,45,265,280,30,0,150,205,325
24660263,263,757,40,275,410,20,10,205,385,370
24660264,264,1085,45,465,535,35,35,220,615,310
24660265,265,404,20,140,230,10,30,95,245,165
24660266,266,530,35,180,280,35,20,110,245,255
24660267,267,549,55,185,280,30,70,125,310,295
24660268,268,455,20,165,260,5,30,85,285,195
24660269,269,454,15,240,190,15,0,155,210,170
24660270,270,491,25,185,245,35,0,110,160,235
24660271,271,536,25,170,310,35,15,130,250,320
24660272,272,440,15,180,220,25,30,105,200,265
24660273,273,538,15,240,265,25,15,155,225,240
24660274,274,622,30,220,360,15,25,150,320,330
24660275,275,1768,200,570,930,65,35,165,485,440
24660276,276,604,30,205,345,30,25,135,355,280
24660277,277,509,15,190,280,25,10,80,280,215
24660278,278,535,15,115,390,10,20,120,435,155
24660279,279,364,15,75,265,5,35,65,205,135
24660280,280,451,30,75,335,10,40,70,315,155
24660281,281,599,25,175,380,20,45,105,385,280
24660282,282,543,20,260,250,15,0,125,250,270
24660283,283,431,15,185,210,15,20,70,175,220
24660284,284,668,25,290,330,25,15,120,265,345
24660285,285,752,25,310,395,20,10,190,360,315
24660286,286,633,25,285,305,20,15,160,315,325
24660287,287,489,30,155,280,25,40,65,230,190
24660288,288,634,25,210,380,25,25,155,335,285
24660289,289,1071,55,430,520,60,75,205,560,540
24660290,290,698,35,290,355,15,20,155,295,370
24660291,291,399,5,220,165,10,15,140,160,230
24660292,292,714,15,395,290,15,15,240,340,385
24660293,293,568,15,245,300,5,10,140,360,210
24660294,294,417,10,160,240,10,15,95,240,130
24660295,295,622,15,280,310,15,10,165,330,280
24660296,296,724,20,310,370,15,15,255,360,310
24660297,297,421,10,140,265,5,40,100,225,110
24660298,298,279,10,85,180,5,15,65,160,125
24660299,299,802,15,330,445,10,20,175,485,320
24660300,300,652,15,280,340,15,10,280,440,250
24660301,301,1468,40,425,995,5,45,375,1060,300
24660302,302,861,35,225,575,25,65,205,665,280
24660303,303,614,5,295,295,20,15,210,290,285
24660304,304,428,20,170,225,20,15,125,215,200
24660305,305,444,15,195,220,10,10,115,240,235
24660306,306,602,15,280,295,10,30,160,245,330
24660307,307,511,10,220,265,10,35,165,295,215
24660308,308,371,15,155,190,15,0,95,180,180
24660309,309,485,15,140,320,10,20,100,320,160
24660310,310,600,10,295,270,20,10,175,320,270
24660311,311,941,45,395,480,20,10,285,430,395
24660312,312,483,25,210,235,15,25,115,230,240
24660313,313,754,30,295,405,25,45,170,410,345
24660314,314,751,40,220,475,15,45,110,390,230
24660315,315,407,10,110,265,15,15,60,175,180
24660316,316,561,15,230,290,15,0,150,260,220
24660319,319,459,10,235,195,15,15,80,170,220
24660320,320,586,10,275,285,15,0,125,290,305
24660321,321,711,40,295,350,25,45,200,405,370
24660322,322,695,30,325,325,15,45,245,320,365
24660323,323,616,25,250,320,20,10,125,295,345
24660324,324,597,15,290,270,20,25,125,265,300
24660325,325,510,10,280,210,10,20,145,240,235
24660326,326,411,10,210,175,20,0,145,165,240
24660327,327,591,30,260,285,15,20,185,245,315
24660328,328,648,25,285,315,20,10,210,305,320
24660329,329,567,40,310,170,40,30,155,215,315
24660330,330,616,35,320,235,30,20,220,275,320
24660331,331,567,25,360,150,30,15,150,230,195
24660332,332,521,20,340,140,25,0,115,130,170
24660333,333,487,15,310,145,15,0,155,190,235
24660334,334,630,40,310,240,45,30,175,240,335
24660335,335,742,25,460,230,20,15,225,260,375
24660336,336,570,20,315,200,35,10,230,230,240
24660337,337,695,35,340,280,35,0,205,250,300
24660338,338,805,25,445,315,25,45,320,365,365
24660339,339,585,25,305,215,35,15,160,260,200
24660340,340,253,20,75,130,20,20,70,100,160
24660341,341,420,10,255,135,15,0,155,245,205
24660342,342,613,40,295,225,50,25,165,315,280
24660343,343,528,45,225,225,35,10,115,235,220
24660344,344,514,20,240,220,35,25,165,250,255
24660345,345,680,55,320,250,55,20,250,250,330
24660346,346,770,30,380,305,55,10,265,315,375
24660347,347,537,45,250,205,40,15,135,205,220
24660348,348,333,20,175,110,35,15,100,110,140
24660349,349,465,40,215,150,65,0,105,195,240
24660350,350,616,30,340,210,30,15,140,200,265
24660351,351,531,40,220,220,45,15,140,165,315
24660352,352,498,30,225,200,45,10,145,205,220
24660353,353,494,50,210,200,30,0,60,230,220
24660354,354,681,75,275,275,60,30,165,255,385
24660355,355,535,35,230,215,50,20,170,270,320
24660356,356,506,30,255,195,30,15,125,175,260
24660357,357,448,30,200,195,25,10,105,185,250
24660358,358,582,40,230,270,35,20,245,290,335
24660359,359,577,45,195,185,30,30,140,190,250
24660360,360,443,40,215,160,35,10,150,160,205
24660361,361,557,45,205,270,35,0,125,240,245
24660362,362,649,50,275,280,40,30,155,305,310
24660363,363,662,35,285,285,55,15,180,295,275
24660364,364,953,55,400,440,60,35,230,460,370
24660365,365,590,30,285,225,50,10,140,150,310
24660366,366,554,25,225,265,30,35,190,240,245
24660367,367,807,40,375,345,50,25,200,370,490
24660368,368,800,45,395,320,40,10,205,300,525
24660369,369,562,30,305,200,25,10,200,235,330
24660370,370,676,30,430,195,20,30,120,420,280
24660371,371,536,35,265,200,30,0,115,245,245
24660372,372,772,45,425,275,25,25,175,315,320
24660373,373,677,30,370,255,20,15,125,365,310
24660374,374,484,20,235,205,25,10,135,310,225
24660375,375,507,30,235,220,20,25,150,265,300
24660376,376,284,20,90,175,5,0,75,130,125
24660377,377,322,15,130,165,15,0,50,195,85
24660378,378,295,10,155,120,10,10,95,170,135
24660379,379,483,15,230,225,10,25,130,195,215
24660380,380,373,20,200,140,15,0,120,180,190
24660381,381,797,25,430,320,25,0,205,230,465
24660382,382,485,30,235,195,25,20,90,205,225
24660383,383,563,30,220,290,20,25,145,275,290
24660384,384,564,25,190,330,20,30,100,255,170
24660385,385,663,15,265,360,20,10,145,390,300
24660386,386,516,5,150,345,10,25,135,255,220
24660387,387,420,25,85,310,5,45,110,290,155
24660388,388,499,20,170,280,20,55,115,315,215
24660389,389,715,30,350,290,40,15,195,210,410
24660390,390,424,20,150,240,20,20,90,205,170
24660391,391,416,30,115,255,15,30,105,270,200
24660392,392,473,30,135,285,25,40,85,220,215
24660393,393,653,40,255,330,35,15,200,295,355
24660394,394,595,30,220,315,35,15,95,250,275
24660395,395,573,45,180,330,20,30,105,320,290
24660396,396,471,40,160,255,25,30,110,245,255
24660397,397,644,35,250,330,30,25,135,335,275
24660398,398,1154,40,455,500,65,25,150,350,405
24660399,399,449,25,105,320,5,0,130,340,125
24660400,400,583,25,105,445,10,35,60,380,180
24660401,401,508,25,75,400,5,40,85,345,155
24660402,402,770,20,340,380,25,20,155,380,360
24660403,403,351,15,150,165,20,0,85,165,205
24660404,404,386,25,100,240,25,0,105,170,200
24660405,405,590,15,315,240,20,25,140,310,275
24660406,406,410,15,185,185,25,0,125,135,220
24660407,407,466,20,190,240,20,20,125,185,240
24660408,408,577,55,255,220,45,40,125,240,360
24660409,409,578,30,300,210,40,10,150,190,245
24660410,410,484,25,245,170,40,30,85,235,215
24660411,411,494,55,265,145,30,35,130,195,255
24660412,412,783,55,315,355,60,55,135,290,385
24660413,413,696,30,255,230,35,25,120,265,300
24660414,414,590,30,240,275,40,20,185,310,280
24660415,415,642,20,280,315,25,15,190,385,255
24660416,416,394,20,175,180,20,20,105,170,190
24660417,417,440,25,145,240,10,15,110,260,175
24660418,418,292,35,100,155,10,65,125,150,130
24660419,419,452,15,130,295,10,15,150,370,85
24660420,420,450,20,170,255,5,15,160,225,165
24660421,421,592,15,215,350,20,20,205,355,215
24660422,422,561,20,190,330,20,35,205,320,235
24660423,423,423,20,165,220,25,20,100,250,150
24660424,424,475,20,185,260,10,15,110,265,155
24660425,425,489,30,140,295,30,35,150,240,245
24660426,426,484,15,175,275,15,10,180,260,215
24660427,427,445,10,145,285,10,15,200,320,160
24660428,428,701,20,245,405,25,10,220,330,300
24660429,429,549,0,190,350,10,10,185,350,175
24660430,430,471,10,205,255,5,10,190,370,130
24660431,431,466,10,165,290,0,0,150,340,60
24660432,432,570,5,155,400,5,30,270,430,135
24660433,433,614,20,150,445,5,25,200,370,125
24660434,434,626,20,175,425,5,30,240,475,135
24660435,435,623,5,185,410,15,20,200,380,120
24660436,436,468,20,140,285,20,30,135,385,85
24660437,437,323,5,125,185,10,0,95,200,140
24660438,438,406,30,90,285,5,20,90,210,95
24660439,439,346,10,50,285,5,10,150,270,65
24660440,440,288,10,50,230,0,30,80,220,25
24660441,441,278,5,85,185,0,0,110,210,65
24660442,442,552,20,120,395,10,25,155,445,90
24660443,443,494,20,85,385,5,50,125,380,120
24660444,444,510,15,130,350,15,25,125,315,115
24660445,445,645,20,165,445,5,15,220,415,155
24660446,446,310,10,75,215,5,0,130,250,50
24660447,447,393,5,90,300,5,35,160,335,45
24660448,448,416,15,65,330,10,45,165,285,65
24660449,449,347,20,75,255,5,10,140,315,55
24660450,450,514,10,125,375,5,30,230,445,75
24660451,451,595,5,145,435,10,40,235,470,75
24660452,452,476,5,150,320,0,20,190,395,80
24660453,453,645,20,180,450,0,30,225,505,85
24660454,454,494,10,120,360,0,25,180,340,95
24660455,455,419,10,110,295,0,20,155,305,70
24660456,456,747,25,265,445,5,15,265,480,190
24660457,457,532,35,200,285,10,75,125,280,155
24660458,458,610,80,165,340,25,65,165,315,255
24660459,459,707,5,210,480,10,30,155,420,125
24660460,460,663,15,205,440,0,15,210,550,75
24660461,461,593,10,180,400,0,10,200,435,170
24660462,462,546,5,160,380,5,20,220,530,70
24660463,463,704,10,155,540,5,20,285,540,110
24660464,464,552,10,135,410,0,15,250,510,60
24660465,465,520,5,135,375,5,20,165,475,65
24660466,466,472,10,110,345,5,35,160,300,100
24660467,467,435,5,130,285,10,0,145,320,55
24660468,468,651,15,185,445,5,25,250,520,100
24660469,469,475,5,125,340,0,15,195,360,60
24660470,470,618,20,145,445,10,35,180,420,120
24660471,471,548,10,155,385,0,25,190,435,110
24660472,472,621,15,175,430,0,30,260,495,135
24660473,473,661,25,205,405,25,20,240,455,165
24660474,474,621,15,145,450,10,25,210,470,105
24660475,475,496,20,125,340,10,55,215,485,105
24660476,476,511,5,80,345,10,0,115,290,95
24660478,478,732,45,165,500,20,30,145,510,180
24660479,479,682,35,165,445,30,45,165,465,205
24660480,480,509,55,150,280,25,40,140,290,170
24660481,481,427,45,135,225,20,40,75,195,145
24660482,482,586,75,155,315,40,55,90,305,265
24660483,483,461,80,100,245,35,95,50,215,220
24660484,484,697,125,185,335,50,90,140,310,295
24660485,485,470,95,130,220,25,35,85,205,265
24660486,486,920,140,160,570,50,115,210,540,340
24660487,487,578,90,150,300,35,85,85,225,315
24660488,488,710,110,180,385,35,40,145,295,340
24660489,489,548,70,140,310,25,85,155,285,215
24660490,490,557,55,145,320,30,25,115,255,275
24660491,491,592,30,215,335,15,20,155,375,195
24660492,492,672,20,230,405,15,30,210,355,210
24660493,493,504,15,155,325,10,15,160,325,115
24660494,494,642,30,210,390,10,30,210,370,160
24660495,495,366,15,135,210,5,0,110,250,85
24660496,496,1064,30,310,690,10,45,350,670,215
24660497,497,565,15,200,340,15,15,165,310,215
24660498,498,709,30,220,430,20,35,190,470,155
24660499,499,516,20,180,305,10,15,150,405,140
24660500,500,1134,60,370,685,20,80,310,685,315
24660501,501,635,5,260,365,5,10,255,565,95
24660502,502,880,35,330,505,20,45,310,560,245
24660503,503,517,5,140,365,5,35,150,410,100
24660504,504,548,15,145,380,5,10,145,420,75
24660505,505,509,50,160,290,15,65,130,245,195
24660506,506,1006,55,275,665,10,60,305,620,245
24660507,507,457,15,145,280,10,20,155,340,85
24660508,508,509,35,225,245,10,0,125,310,185
24660509,509,488,5,165,315,0,15,155,330,220
24660510,510,542,40,220,270,10,20,155,190,140
24660511,511,407,35,155,205,15,25,110,225,160
24660512,512,1112,165,510,345,85,100,265,260,600
24660513,513,868,145,160,520,45,50,155,390,485
24660514,514,448,50,80,300,15,70,50,180,230
24660515,515,675,55,265,335,20,0,70,245,245
24660516,516,1247,145,415,605,75,70,235,285,815
24660517,517,1023,100,310,570,45,55,180,415,605
24660518,518,994,165,255,530,50,85,130,335,615
24660525,525,400,85,150,140,30,40,75,90,240
24660526,526,745,100,175,445,30,40,75,310,330
24660530,530,634,115,140,340,35,35,80,210,400
24660533,533,489,80,135,245,25,60,85,150,360
24660536,536,1825,255,345,1115,115,180,215,540,1200
24660537,537,886,215,225,385,60,110,165,230,525
24660538,538,442,75,175,145,45,20,130,110,215
24660539,539,675,115,145,390,30,35,95,235,385
24660540,540,1259,220,405,550,85,150,270,330,890
24660541,541,521,110,85,300,30,75,100,220,265
24660542,542,429,60,65,280,25,35,75,210,230
24660543,543,494,85,80,320,10,45,80,300,220
24660544,544,543,100,75,335,30,50,70,235,280
24660545,545,721,125,130,440,30,85,110,280,315
24660546,546,1008,135,150,430,30,70,35,270,280
24660547,547,625,140,105,265,15,75,90,175,280
24660548,548,579,130,85,330,35,65,75,245,310
24660550,550,440,95,60,255,40,45,75,180,240
24660551,551,411,115,150,125,20,50,80,105,245
24660552,552,659,125,280,215,30,70,140,145,365
24660555,555,635,125,165,295,55,110,65,225,320
24660556,556,1098,245,330,470,50,140,205,405,615
24660557,557,652,175,235,220,20,125,100,100,350
24660558,558,709,280,190,225,20,145,125,115,450
24660560,560,509,40,90,375,5,50,125,395,130
24660561,561,637,75,140,395,30,60,75,365,190
24660562,562,577,70,190,280,35,40,125,300,295
24660563,563,568,85,105,360,15,60,110,285,260
24660564,564,642,95,95,420,25,65,90,360,240
24660565,565,1034,185,250,550,50,120,120,365,620
24660566,566,612,105,80,395,30,65,80,345,290
24660567,567,531,80,135,295,15,30,105,245,245
24660568,568,572,120,105,315,35,20,65,260,345
24660569,569,454,100,85,260,10,35,90,255,190
24660570,570,525,160,135,205,25,70,90,130,275
24660571,571,808,185,300,300,25,140,160,280,525
24660572,572,561,100,225,205,30,50,125,155,365
24660576,576,529,155,110,230,30,60,125,105,270
24660577,577,421,85,80,195,50,45,60,165,215
24660578,578,772,175,235,300,65,90,130,170,350
24660579,579,519,60,210,235,15,40,175,165,345
24660580,580,293,80,90,105,25,40,20,70,175
24660581,581,733,160,130,410,25,130,95,225,425
24660582,582,871,230,155,450,35,135,55,250,400
24660583,583,838,180,125,500,40,90,100,370,455
24660584,584,556,85,45,410,10,65,45,240,275
24660585,585,808,135,100,565,15,115,90,410,380
24660586,586,516,85,55,360,15,55,35,215,255
24660587,587,457,80,65,310,10,60,65,265,160
24660588,588,527,85,30,400,10,95,20,340,160
24660590,590,350,65,35,245,5,60,30,255,130
24660594,594,595,115,90,360,30,90,50,345,220
24660596,596,569,120,130,290,25,105,80,250,350
24660597,597,419,100,90,215,20,90,55,145,265
24660598,598,415,50,55,295,15,45,55,210,175
24660599,599,427,25,85,315,0,25,70,280,110
24660600,600,593,120,105,345,25,75,85,245,285
24660601,601,723,85,175,440,25,70,200,370,285
24660602,602,446,55,90,275,20,75,90,230,145
24660603,603,389,20,60,300,10,25,85,295,75
24660604,604,421,95,65,240,30,50,70,180,190
24660605,605,506,105,100,275,30,90,55,170,310
24660606,606,352,95,55,195,5,50,105,190,130
24660607,607,828,150,145,510,20,125,165,405,475
24660608,608,1372,260,160,905,50,185,160,615,680
24660609,609,1015,285,135,570,25,205,75,390,550
24660610,610,542,225,80,215,20,140,65,130,310
24660611,611,1904,525,260,1040,80,365,245,625,1095
24660613,613,1330,520,135,645,35,405,145,600,790
24660614,614,432,185,35,205,10,125,35,100,240
24660615,615,547,265,45,215,25,120,30,175,290
