COL0,COL1,COL2,COL3,COL4,COL5,COL6,COL7,COL8,COL9,COL10
24661252,1252,1339,165,285,870,10,140,190,815,365
24661255,1255,634,80,60,495,5,75,70,400,155
24661256,1256,1275,200,65,990,0,300,150,690,260
24661257,1257,818,105,70,635,5,160,110,570,255
24661258,1258,316,35,15,60,85,15,0,25,185
24661259,1259,335,50,60,140,90,10,15,110,200
24661260,1260,1647,335,175,885,80,315,160,550,460
24661261,1261,916,160,180,560,15,125,120,345,300
24661262,1262,867,150,115,580,15,145,130,460,260
24661263,1263,301,70,90,105,35,25,30,130,180
24661264,1264,781,135,230,325,90,60,95,355,380
24661265,1265,561,85,45,420,5,70,170,335,125
24661269,1269,492,95,75,320,5,80,85,265,155
24661270,1270,624,105,30,250,0,90,50,160,90
24661271,1271,633,195,55,370,5,125,120,170,190
24661272,1272,858,230,50,400,10,225,90,255,240
24661273,1273,653,235,50,360,5,190,40,300,150
24661276,1276,673,265,65,340,0,195,60,260,215
24661277,1277,580,195,20,360,0,275,55,345,155
24661278,1278,652,280,15,350,0,245,35,200,105
24661279,1279,367,185,10,170,5,110,15,110,85
24661280,1280,723,385,25,310,5,305,25,195,170
24661281,1281,768,380,55,310,25,265,35,200,200
24661282,1282,458,160,10,280,5,195,15,125,160
24661284,1284,260,95,10,150,0,110,30,90,70
24661285,1285,548,240,30,270,5,185,55,165,130
24661286,1286,467,210,20,235,0,180,35,195,135
24661299,1299,564,25,120,420,0,20,115,140,50
24661300,1300,364,10,55,300,0,20,125,215,125
24661301,1301,642,30,80,525,10,20,175,300,130
24661302,1302,593,15,80,465,0,25,160,440,115
24661303,1303,579,40,115,420,0,40,195,340,145
24661304,1304,262,30,35,195,5,30,95,205,125
24661305,1305,424,115,80,220,5,70,90,110,270
24661306,1306,427,75,115,225,10,35,65,180,155
24661308,1308,801,130,215,445,15,120,190,250,395
24661309,1309,392,45,85,120,10,35,60,90,155
24661310,1310,333,75,90,170,5,45,85,150,140
24661311,1311,456,170,90,185,15,125,70,100,265
24661312,1312,460,110,100,230,20,35,55,140,245
24661313,1313,594,165,125,280,25,85,75,180,280
24661314,1314,735,265,115,330,30,175,65,210,405
24661315,1315,630,235,155,220,15,155,55,155,380
24661316,1316,924,370,165,355,35,265,120,235,460
24661317,1317,488,130,115,230,5,45,110,140,200
24661318,1318,270,145,20,95,5,90,10,55,200
24661319,1319,475,190,65,200,20,110,20,125,260
24661320,1320,670,315,55,295,10,185,55,215,390
24661321,1321,457,185,80,170,20,75,40,185,270
24661322,1322,470,105,90,265,5,95,80,125,240
24661323,1323,716,160,190,360,5,130,160,245,430
24661324,1324,459,55,60,335,10,40,75,190,145
24661325,1325,353,50,70,225,10,45,100,100,135
24661326,1326,305,65,60,165,15,80,30,90,150
24661327,1327,505,90,95,315,10,65,110,160,225
24661328,1328,803,130,125,390,30,110,105,205,355
24661329,1329,775,290,130,340,15,335,110,135,445
24661330,1330,503,190,90,225,10,110,100,200,250
24661331,1331,308,65,50,190,5,20,65,145,80
24661332,1332,670,260,70,325,10,220,80,195,400
24661333,1333,453,125,85,230,15,100,75,160,290
24661334,1334,106,25,20,60,0,20,20,15,55
24661335,1335,528,110,100,305,15,45,75,190,200
24661336,1336,657,55,105,495,5,75,215,250,155
24661337,1337,521,20,75,425,0,25,100,275,185
24661338,1338,553,50,85,385,5,55,110,250,120
24661339,1339,980,130,175,660,15,120,170,370,380
24661340,1340,796,235,125,430,10,150,85,270,275
24661341,1341,294,90,40,160,0,75,60,225,145
24661342,1342,466,100,155,195,20,60,130,160,230
24661343,1343,1138,215,300,595,30,185,235,385,560
24661344,1344,379,230,0,145,0,60,0,245,70
24661345,1345,309,130,5,160,5,40,25,245,105
24661346,1346,743,430,35,260,10,155,50,430,250
24661347,1347,316,205,5,110,0,50,10,130,75
24661348,1348,480,155,45,280,0,115,75,305,140
24661349,1349,444,45,60,340,0,45,65,310,90
24661350,1350,430,15,70,350,0,30,100,295,95
24661351,1351,1732,65,170,890,0,105,240,630,310
24661352,1352,673,45,130,485,10,55,135,335,245
24661353,1353,579,25,130,420,5,35,140,305,240
24661354,1354,549,50,85,410,5,35,125,325,145
24661355,1355,609,20,85,505,0,40,115,400,170
24661356,1356,493,50,75,365,5,50,130,345,140
24661357,1357,536,90,75,365,10,55,110,405,140
24661358,1358,635,135,75,395,30,35,105,470,175
24661359,1359,681,190,60,380,45,115,70,485,150
24661360,1360,483,115,45,275,50,35,80,295,100
24661361,1361,663,130,90,420,25,65,90,495,150
24661362,1362,801,95,115,575,15,105,140,570,290
24661363,1363,541,20,115,405,5,30,150,410,145
24661364,1364,787,230,40,435,85,120,95,555,165
24661365,1365,638,270,30,250,95,90,60,430,130
24661366,1366,775,345,10,275,145,85,25,615,165
24661367,1367,962,320,65,510,65,150,135,565,165
24661368,1368,737,235,40,370,90,120,75,535,130
24661369,1369,575,135,65,335,40,100,80,400,155
24661370,1370,614,85,75,430,25,105,120,435,140
24661371,1371,527,55,70,395,5,80,90,390,165
24661372,1372,373,35,45,285,0,90,70,320,80
24661373,1373,394,45,60,280,10,70,100,210,135
24661374,1374,295,20,30,230,5,20,90,215,50
24661375,1375,952,60,235,645,10,60,145,615,195
24661376,1376,532,45,85,395,0,90,130,410,130
24661377,1377,407,60,50,290,5,50,50,210,100
24661378,1378,510,45,70,385,15,65,140,330,160
24661379,1379,494,55,65,365,5,95,65,310,115
24661380,1380,418,40,35,340,5,105,60,340,100
24661381,1381,643,180,50,380,35,100,80,565,125
24661382,1382,638,160,30,425,20,105,90,410,160
24661383,1383,977,245,50,640,50,120,125,690,180
24661384,1384,708,230,30,365,80,100,60,570,115
24661385,1385,588,165,40,370,25,95,85,550,105
24661386,1386,374,75,55,235,10,45,35,345,70
24661387,1387,422,190,10,195,30,65,15,240,60
24661388,1388,448,155,20,205,70,95,0,295,140
24661389,1389,383,110,25,220,30,65,20,195,110
24661390,1390,445,165,10,205,65,60,45,300,70
24661391,1391,484,165,30,245,45,40,80,460,75
24661392,1392,434,70,60,305,0,70,80,280,145
24661393,1393,387,150,10,150,75,65,25,320,85
24661394,1394,734,240,30,410,50,125,60,580,120
24661395,1395,463,75,65,305,15,70,80,345,80
24661396,1396,527,125,45,345,5,85,70,340,125
24661397,1397,398,15,45,335,0,15,125,395,55
24661398,1398,461,10,70,385,0,10,135,370,105
24661399,1399,426,20,40,365,0,40,70,360,65
24661400,1400,406,25,55,325,0,25,60,290,90
24661401,1401,442,85,50,290,15,55,65,250,185
24661402,1402,1389,160,195,1005,5,105,210,850,410
24661405,1405,1295,215,250,810,20,115,185,415,720
24661407,1407,820,25,85,490,5,25,145,370,170
24661408,1408,536,40,80,410,5,60,135,215,250
24661409,1409,515,10,75,425,0,50,115,400,90
24661410,1410,481,25,60,395,5,45,155,200,135
24661411,1411,569,10,65,490,5,0,120,355,150
24661412,1412,238,5,30,210,0,15,55,190,25
24661413,1413,625,10,55,560,0,40,120,535,95
24661414,1414,539,25,80,440,0,35,80,420,85
24661415,1415,546,40,70,440,0,40,90,395,105
24661416,1416,483,60,45,375,10,70,100,320,95
24661417,1417,618,80,45,480,5,75,80,390,145
24661418,1418,322,45,35,240,5,30,55,195,70
24661419,1419,781,115,75,585,5,140,185,335,315
24661420,1420,386,55,30,300,0,95,65,315,55
24661421,1421,435,55,45,330,5,65,40,240,150
24661422,1422,620,105,45,465,5,85,170,410,135
24661423,1423,676,75,160,420,15,55,115,435,210
24661424,1424,530,25,125,370,10,75,120,355,155
24661425,1425,774,60,125,580,5,105,200,435,180
24661426,1426,500,50,70,380,5,80,110,265,105
24661427,1427,720,95,70,550,10,100,170,375,165
24661428,1428,471,40,55,365,10,70,115,220,120
24661429,1429,492,40,85,365,5,65,150,345,110
24661430,1430,380,60,35,275,10,100,50,295,65
24661431,1431,616,70,55,475,10,110,160,365,130
24661432,1432,560,65,50,435,10,110,60,355,135
24661433,1433,324,30,110,185,0,20,25,155,70
24661434,1434,1085,55,245,785,5,85,285,665,285
24661435,1435,657,40,140,470,5,55,145,345,130
24661436,1436,621,35,170,410,10,40,140,350,135
24661437,1437,887,40,165,680,0,85,200,475,225
24661438,1438,631,35,115,475,5,55,205,330,120
24661439,1439,430,25,60,345,0,50,165,240,115
24661440,1440,550,25,100,420,5,40,165,335,80
24661441,1441,1061,40,225,790,5,85,275,750,270
24661442,1442,1138,95,180,850,15,180,260,610,265
24661443,1443,607,25,110,465,0,40,185,375,145
24661444,1444,1428,45,450,910,25,50,440,970,350
24661445,1445,437,20,95,315,10,40,150,260,95
24661446,1446,602,20,160,415,5,40,160,325,120
24661447,1447,944,20,305,580,5,40,320,600,205
24661448,1448,433,10,95,325,0,15,155,285,105
24661449,1449,472,20,125,320,0,25,225,395,95
24661450,1450,402,5,115,280,0,10,170,360,55
24661451,1451,379,15,75,285,0,35,105,230,65
24661452,1452,413,10,125,270,5,25,120,360,75
24661453,1453,787,35,190,555,10,75,250,535,185
24661454,1454,585,20,135,425,5,35,185,400,135
24661455,1455,377,20,75,275,0,30,80,190,70
24661456,1456,596,20,110,455,10,55,160,460,95
24661457,1457,640,30,115,490,5,60,235,460,105
24661458,1458,362,10,85,270,5,35,105,280,60
24661459,1459,331,15,75,230,0,25,115,225,45
24661460,1460,297,10,70,210,5,35,95,235,50
24661461,1461,568,30,125,415,0,45,175,380,155
24661462,1462,444,20,130,280,15,15,90,295,135
24661463,1463,764,25,145,590,5,45,235,500,160
24661464,1464,661,25,210,410,10,45,160,445,195
24661465,1465,340,10,70,250,10,25,115,230,70
24661466,1466,493,35,125,325,5,55,165,325,135
24661467,1467,669,20,150,370,0,20,170,415,50
24661468,1468,596,15,125,445,5,40,180,470,140
24661469,1469,444,15,115,310,0,35,185,365,55
24661470,1470,340,15,85,240,0,15,110,235,60
24661471,1471,416,5,115,295,0,20,130,295,50
24661472,1472,352,5,90,260,0,0,140,275,35
24661473,1473,336,10,80,245,5,0,120,280,55
24661474,1474,354,10,100,230,5,30,100,200,45
24661475,1475,327,25,85,215,5,30,110,220,85
24661476,1476,313,15,95,190,10,0,115,175,110
24661477,1477,739,20,230,450,30,20,245,435,260
24661478,1478,406,10,155,230,5,10,145,260,85
24661479,1479,660,15,190,440,15,35,255,495,150
24661480,1480,561,5,140,395,5,20,180,360,105
24661481,1481,585,10,175,390,15,25,145,325,140
24661482,1482,748,30,240,460,15,20,220,395,235
24661483,1483,533,10,185,325,10,25,180,415,55
24661484,1484,612,30,235,330,25,10,255,425,210
24661485,1485,400,20,155,195,30,40,120,205,190
24661486,1486,510,60,195,190,65,20,155,230,240
24661487,1487,597,60,195,290,50,75,120,260,255
24661488,1488,452,5,180,260,10,20,110,285,175
24661489,1489,613,25,195,370,25,20,190,370,250
24661490,1490,571,20,205,335,15,15,215,290,170
24661491,1491,655,10,210,425,5,15,245,435,245
24661492,1492,433,25,140,265,10,25,145,290,125
24661493,1493,708,20,245,420,20,0,175,395,200
24661494,1494,683,25,275,355,25,20,200,305,320
24661495,1495,397,25,135,220,20,25,145,205,190
24661496,1496,350,15,105,210,25,0,135,205,135
24661497,1497,333,10,95,220,10,25,85,245,95
24661498,1498,326,5,130,175,10,10,135,190,110
24661499,1499,557,10,180,360,10,20,195,390,105
24661500,1500,500,25,110,350,15,25,100,330,105
24661501,1501,520,30,110,370,10,15,175,365,125
24661502,1502,473,20,110,335,10,25,125,295,110
24661503,1503,460,35,130,275,25,25,100,215,205
24661504,1504,582,50,145,375,10,75,140,260,160
24661505,1505,420,10,120,285,5,10,150,255,135
24661506,1506,677,30,175,465,10,60,195,510,160
24661507,1507,535,15,100,415,5,20,210,440,70
24661508,1508,432,15,115,300,5,25,135,305,105
24661509,1509,580,30,120,425,10,55,245,400,145
24661510,1510,463,20,90,345,10,40,200,370,120
24661513,1513,507,15,115,360,15,15,170,365,60
24661514,1514,461,25,85,350,5,20,160,375,90
24661515,1515,428,30,75,325,0,55,100,275,85
24661516,1516,506,25,70,400,5,35,135,350,110
24661517,1517,502,35,80,375,15,55,105,275,120
24661518,1518,601,25,85,480,5,55,215,445,120
24661519,1519,656,40,85,520,5,55,165,480,150
24661520,1520,985,70,140,760,15,110,280,645,205
24661521,1521,2664,150,490,1995,20,250,685,1810,540
24661522,1522,922,275,75,445,105,125,85,385,420
24661523,1523,440,165,60,165,50,130,30,130,185
24661524,1524,302,75,50,155,20,30,45,140,120
24661525,1525,504,170,40,250,35,120,30,230,200
24661526,1526,385,125,25,195,35,105,45,180,170
24661527,1527,435,185,45,175,30,85,30,135,225
24661528,1528,492,135,65,235,55,70,60,165,245
24661529,1529,398,130,50,175,40,70,55,145,270
24661530,1530,511,190,45,230,45,85,55,205,230
24661531,1531,563,205,55,260,40,130,50,210,200
24661532,1532,572,55,75,440,10,35,85,335,205
24661533,1533,865,315,65,375,110,170,65,275,435
24661534,1534,400,140,20,190,50,65,20,155,185
24661535,1535,525,150,60,265,45,75,75,240,205
24661536,1536,503,185,30,215,70,90,35,145,230
24661537,1537,566,215,35,230,85,135,30,130,200
24661538,1538,430,150,30,165,85,55,75,100,170
24661539,1539,531,120,65,275,65,105,85,185,215
24661540,1540,599,185,55,295,65,155,70,265,235
24661541,1541,481,135,45,250,50,90,30,170,135
24661542,1542,367,120,25,175,45,60,35,130,210
24661543,1543,392,125,30,190,50,70,35,240,170
24661544,1544,363,110,35,190,35,15,55,130,130
24661545,1545,615,200,105,235,80,145,30,170,295
24661546,1546,536,200,30,230,75,130,60,225,245
24661547,1547,642,240,60,265,80,110,70,285,290
24661548,1548,588,230,65,245,50,145,45,250,245
24661549,1549,698,230,85,285,100,120,55,270,305
24661550,1550,335,125,30,130,45,65,0,80,165
24661551,1551,524,170,85,210,55,100,75,215,300
24661554,1554,406,125,35,170,70,70,45,155,135
24661555,1555,670,245,50,260,115,110,80,235,310
24661556,1556,657,265,35,270,85,130,30,255,305
24661557,1557,544,205,45,205,90,155,20,185,225
24661558,1558,346,130,35,145,40,75,0,115,160
24661559,1559,434,190,40,180,25,95,55,115,205
24661560,1560,585,195,90,235,70,95,50,265,265
24661561,1561,380,145,40,130,65,70,20,105,155
24661562,1562,566,255,40,190,85,95,25,110,270
24661563,1563,807,320,70,250,170,145,65,175,300
24661564,1564,912,390,115,300,105,235,105,205,420
24661566,1566,787,275,155,285,65,140,65,250,435
24661567,1567,404,35,25,335,10,20,45,265,140
24661568,1568,444,40,25,380,5,60,40,255,115
24661569,1569,446,25,30,385,5,40,35,300,195
24661570,1570,386,30,25,315,10,45,25,265,125
24661571,1571,478,35,35,405,5,40,35,305,165
24661572,1572,604,75,90,410,20,20,125,255,295
24661573,1573,1504,185,155,1150,15,130,195,855,450
24661574,1574,521,35,50,435,0,50,85,395,130
24661575,1575,736,55,95,580,10,45,140,520,280
24661576,1576,611,45,65,490,10,45,110,365,185
24661577,1577,630,55,65,510,0,15,120,450,155
24661578,1578,534,40,75,415,5,30,115,375,110
24661579,1579,773,85,105,460,10,65,95,205,335
24661580,1580,603,85,80,410,35,65,55,255,145
24661581,1581,561,60,65,425,10,0,75,305,245
24661582,1582,435,20,15,405,0,50,55,430,40
24661583,1583,443,40,35,365,0,40,90,305,115
24661584,1584,409,20,20,365,0,35,60,340,65
24661585,1585,568,45,40,465,20,50,50,345,155
24661586,1586,502,45,20,425,5,30,70,365,110
24661587,1587,617,85,70,450,15,50,70,330,250
24661589,1589,410,45,25,335,5,60,45,235,125
24661590,1590,476,20,10,440,5,50,100,365,140
24661591,1591,615,100,65,430,15,50,60,255,245
24661592,1592,573,50,35,475,10,50,70,460,165
24661593,1593,426,75,75,265,10,45,45,150,185
24661594,1594,663,100,95,450,20,65,100,335,430
24661595,1595,507,50,45,405,5,45,40,335,130
24661597,1597,490,20,45,420,5,20,100,395,110
24661598,1598,467,35,40,385,5,30,30,230,230
24661599,1599,522,25,45,455,0,35,75,445,70
24661600,1600,514,25,35,445,0,40,60,380,105
24661601,1601,818,140,270,385,25,75,210,260,545
24661602,1602,570,105,65,390,10,70,85,365,205
24661603,1603,368,95,50,215,10,40,45,185,195
24661606,1606,492,80,95,295,25,70,45,140,285
24661609,1609,1057,230,170,620,40,145,120,230,760
24661611,1611,453,65,85,260,45,35,50,210,300
24661614,1614,831,320,105,295,110,170,55,160,395
24661615,1615,735,310,80,255,95,215,35,235,330
24661616,1616,652,265,80,245,60,145,55,170,315
24661617,1617,299,100,25,115,55,45,10,75,130
24661618,1618,1012,315,155,425,110,185,130,360,470
24661619,1619,1161,135,105,675,15,100,170,475,390
24661620,1620,917,70,140,695,10,70,160,550,425
24661621,1621,1241,360,155,670,65,185,255,415,425
24661622,1622,383,105,30,210,40,40,35,130,135
24661623,1623,463,150,50,225,45,70,35,150,210
24661624,1624,372,130,35,160,50,30,35,115,150
24661625,1625,574,75,75,410,10,60,100,380,110
24661626,1626,684,40,145,485,20,70,210,385,200
24661627,1627,878,55,165,660,5,80,335,665,155
24661628,1628,602,35,110,450,5,75,170,425,170
24661629,1629,620,20,155,370,10,25,205,400,90
24661630,1630,809,30,390,370,25,0,200,370,350
24661631,1631,717,15,280,405,10,15,270,565,150
24661632,1632,628,20,200,405,0,20,250,555,105
24661633,1633,719,5,235,465,5,20,210,490,95
24661634,1634,345,5,85,260,0,0,125,265,70
24661635,1635,522,5,145,370,0,10,250,435,75
24661636,1636,522,10,170,345,0,10,170,450,20
24661637,1637,279,5,95,180,5,0,75,240,35
24661638,1638,367,15,110,235,5,0,150,315,70
24661639,1639,827,15,265,445,10,35,260,550,210
24661640,1640,820,20,280,515,10,30,220,440,170
24661641,1641,844,10,280,555,5,35,290,655,140
24661642,1642,452,10,105,330,5,15,195,385,35
24661643,1643,425,10,125,285,5,55,150,280,95
24661644,1644,434,10,120,305,0,10,165,370,85
24661645,1645,606,15,160,425,5,15,160,425,90
24661646,1646,403,15,95,300,0,35,115,315,70
24661647,1647,894,30,200,660,5,65,300,630,155
24661648,1648,411,15,105,290,5,0,180,300,65
24661649,1649,381,10,100,270,5,10,150,310,85
24661650,1650,434,10,115,310,5,30,170,345,45
24661651,1651,488,5,150,325,5,20,160,280,100
24661652,1652,539,15,170,355,5,35,175,390,110
24661653,1653,617,15,185,410,5,20,200,475,170
24661654,1654,767,30,260,460,15,20,270,435,245
24661655,1655,380,10,125,230,10,0,150,300,40
24661656,1656,337,10,90,235,5,10,150,290,45
24661657,1657,422,5,140,270,0,25,170,305,105
24661658,1658,630,5,195,425,0,0,235,545,55
24661659,1659,511,10,135,370,5,10,230,440,65
24661660,1660,580,15,165,405,0,35,225,490,80
24661661,1661,430,5,125,300,0,0,180,365,40
24661662,1662,440,15,135,285,5,0,135,350,75
24661663,1663,563,70,195,280,20,0,130,350,120
24661664,1664,662,30,205,420,10,15,250,510,155
24661665,1665,512,10,185,310,5,20,180,415,110
24661666,1666,744,30,275,425,5,40,250,540,130
24661667,1667,459,30,180,225,15,20,115,255,115
24661668,1668,587,15,225,330,10,20,175,335,170
24661669,1669,498,10,210,275,10,10,210,360,135
24661670,1670,746,25,300,405,15,20,235,475,250
24661671,1671,416,15,165,230,10,0,90,305,65
24661672,1672,383,15,150,195,10,0,130,165,80
24661673,1673,1050,30,445,550,30,15,365,685,250
24661674,1674,598,15,285,295,5,10,180,415,175
24661675,1675,297,5,120,175,0,10,70,215,50
24661676,1676,470,10,230,225,5,15,190,300,145
24661677,1677,411,15,170,215,10,10,125,265,110
24661678,1678,442,10,180,245,10,10,170,375,95
24661679,1679,312,0,120,180,10,0,105,245,30
24661680,1680,585,25,235,325,10,30,155,385,165
24661681,1681,535,10,250,270,10,15,215,365,190
24661682,1682,590,20,245,325,5,10,200,470,135
24661683,1683,563,10,260,290,5,0,245,375,140
24661684,1684,657,25,295,330,10,20,200,440,235
24661685,1685,822,40,340,435,10,45,285,475,275
24661686,1686,702,15,275,405,10,0,250,500,145
24661687,1687,602,20,255,320,10,15,225,390,145
24661688,1688,457,10,160,285,0,20,140,295,150
24661689,1689,433,15,145,270,10,15,130,295,185
24661690,1690,491,15,150,235,15,10,115,245,120
24661691,1691,575,15,220,315,10,10,195,350,175
24661692,1692,737,40,295,380,25,20,200,360,265
24661693,1693,480,15,200,265,5,10,120,320,130
24661694,1694,470,10,105,150,10,0,55,170,110
24661695,1695,331,5,160,160,10,0,80,155,145
24661696,1696,604,10,375,215,15,0,100,445,140
24661697,1697,1135,70,550,495,20,65,290,385,395
24661698,1698,564,15,240,285,25,35,140,215,280
24661699,1699,714,40,285,360,25,45,175,310,315
24661700,1700,638,20,370,230,20,35,220,240,360
24661701,1701,475,25,160,275,10,15,80,210,210
24661702,1702,500,10,255,225,5,15,125,270,280
24661703,1703,726,10,305,395,15,20,170,385,155
24661704,1704,649,20,290,310,20,20,170,410,245
24661705,1705,660,25,270,260,5,0,170,365,165
24661709,1709,1310,5,485,535,0,15,180,795,190
24661710,1710,596,35,210,335,15,20,165,390,200
24661711,1711,549,10,210,310,10,0,210,330,160
24661712,1712,375,5,160,205,5,10,180,285,60
24661713,1713,559,25,225,310,0,20,245,410,85
24661714,1714,528,20,235,275,0,20,200,330,85
24661715,1715,705,10,405,275,10,20,245,450,230
24661716,1716,683,20,210,445,5,20,245,500,205
24661717,1717,415,10,195,205,5,25,120,300,90
24661718,1718,439,20,225,180,0,10,225,385,75
24661719,1719,609,10,245,345,5,40,230,505,90
24661720,1720,710,45,330,315,15,95,250,385,270
24661721,1721,489,10,230,235,10,15,175,355,85
24661723,1723,645,20,320,305,5,10,240,470,95
24661725,1725,323,5,165,145,0,30,130,225,40
24661726,1726,424,5,205,205,5,0,155,305,65
24661727,1727,443,5,190,235,0,10,165,390,35
24661728,1728,825,15,320,485,0,30,325,600,205
24661729,1729,271,5,50,85,0,10,55,75,15
24661730,1730,448,20,150,270,0,0,160,400,40
24661731,1731,515,15,150,330,0,45,170,375,45
24661732,1732,411,5,145,250,0,0,135,340,70
24661733,1733,448,10,165,270,0,15,140,395,35
24661734,1734,573,5,220,345,0,0,190,475,80
24661735,1735,539,5,160,365,0,15,230,495,50
24661736,1736,506,5,170,315,0,15,185,445,45
24661737,1737,454,10,165,280,0,30,200,345,60
24661738,1738,676,25,265,380,5,25,200,605,65
24661739,1739,585,10,200,370,0,30,255,460,75
24661740,1740,448,5,165,275,0,15,150,400,45
24661741,1741,604,10,250,345,0,10,240,435,80
24661742,1742,509,5,190,310,0,25,170,355,55
24661743,1743,502,15,185,300,10,10,150,390,55
24661744,1744,630,15,225,390,0,10,205,575,80
24661745,1745,456,5,155,300,0,20,135,355,65
24661746,1746,768,15,225,495,5,30,325,560,110
24661747,1747,469,10,115,340,0,35,195,435,45
24661748,1748,990,10,320,655,10,50,385,710,240
24661749,1749,495,5,185,305,0,10,265,465,75
24661750,1750,512,15,200,300,0,35,160,430,70
24661751,1751,274,15,65,185,10,20,110,220,70
24661752,1752,753,25,205,525,5,40,225,630,125
24661753,1753,463,10,140,315,5,15,225,340,95
24661754,1754,395,10,120,260,0,10,150,315,45
24661755,1755,447,5,150,295,0,0,175,360,35
24661756,1756,374,10,140,225,0,10,115,275,65
24661757,1757,787,20,255,515,0,35,250,535,175
24661758,1758,468,10,130,325,0,25,215,380,60
24661759,1759,476,10,155,310,0,10,150,360,65
24661760,1760,417,10,125,285,5,25,185,300,75
24661761,1761,769,20,220,525,5,20,320,560,165
24661762,1762,562,15,195,350,0,30,260,425,65
24661763,1763,988,30,395,555,5,35,365,770,145
24661764,1764,416,10,140,190,0,10,120,250,85
24661765,1765,857,20,285,540,10,35,275,720,185
24661766,1766,823,25,260,530,5,50,330,710,100
24661767,1767,1316,35,360,925,5,50,455,960,290
24661768,1768,476,15,150,310,5,20,115,340,120
24661769,1769,436,5,100,325,0,10,195,390,50
24661770,1770,588,5,140,300,0,10,175,310,40
24661771,1771,768,20,235,495,10,25,280,515,155
24661772,1772,355,10,90,255,0,15,155,260,60
24661773,1773,758,10,325,420,5,20,305,585,145
24661774,1774,501,15,110,365,10,30,215,380,90
24661775,1775,538,20,210,300,10,20,170,360,95
24661776,1776,428,30,110,280,0,45,135,350,75
24661777,1777,683,20,215,450,5,50,235,480,130
24661778,1778,1539,40,490,885,10,25,425,1050,340
24661779,1779,605,40,155,405,5,25,170,340,130
24661780,1780,496,20,115,355,5,15,175,300,110
24661781,1781,674,35,175,455,10,40,195,470,170
24661782,1782,646,35,200,405,5,40,210,465,130
24661783,1783,1001,65,255,640,40,65,275,640,230
24661784,1784,689,45,185,445,10,35,220,535,185
24661785,1785,613,35,210,330,10,10,160,405,145
24661786,1786,522,40,125,340,20,40,150,305,120
24661787,1787,552,20,160,370,5,25,195,390,115
24661788,1788,526,35,175,320,5,20,185,400,75
24661789,1789,486,15,120,350,5,15,175,375,90
24661790,1790,515,30,150,325,10,25,155,240,155
24661791,1791,554,25,120,415,0,35,195,385,115
24661792,1792,615,20,150,445,5,15,240,460,115
24661793,1793,426,25,90,310,5,25,155,335,60
24661794,1794,409,25,95,285,5,20,140,180,70
24661795,1795,765,50,135,535,10,95,235,485,170
24661796,1796,477,40,105,335,0,45,125,365,40
24661797,1797,350,25,100,225,0,35,100,200,65
24661798,1798,583,25,175,385,5,55,220,425,135
24661799,1799,482,35,155,285,5,35,145,200,145
24661800,1800,494,10,150,340,0,15,185,350,130
24661801,1801,376,5,45,235,0,15,105,235,70
24661802,1802,701,20,200,465,15,60,200,480,135
24661803,1803,427,25,75,325,0,20,220,385,50
24661804,1804,554,15,140,325,0,30,85,315,130
24661805,1805,610,20,160,430,0,50,210,485,80
24661806,1806,703,15,160,510,0,25,240,450,130
24661807,1807,536,15,115,400,0,55,230,290,125
24661808,1808,424,10,90,325,0,20,205,350,45
24661809,1809,522,5,130,380,5,0,270,450,80
24661810,1810,1104,30,280,790,10,50,295,775,185
24661811,1811,493,15,125,350,0,25,205,335,115
24661812,1812,459,10,105,350,0,35,210,335,110
24661813,1813,414,10,120,285,0,15,145,345,65
24661814,1814,566,10,115,440,0,25,190,415,60
24661815,1815,343,15,80,245,0,25,135,255,50
24661816,1816,658,25,165,470,0,40,210,405,120
24661817,1817,548,35,120,395,0,30,185,365,105
24661818,1818,388,10,105,270,0,25,80,240,55
24661819,1819,632,15,140,475,0,25,225,470,95
24661820,1820,559,25,95,440,0,20,185,410,100
24661821,1821,710,20,175,515,0,30,300,505,150
24661822,1822,549,30,105,410,0,45,155,310,130
24661823,1823,535,20,110,400,5,35,205,380,90
24661824,1824,1025,30,220,770,5,40,290,675,255
24661825,1825,483,15,110,355,0,35,135,255,55
24661826,1826,560,20,125,420,0,35,150,415,115
24661827,1827,908,30,180,690,0,65,350,645,275
24661828,1828,642,25,115,505,0,50,200,445,130
24661829,1829,482,20,145,315,0,25,135,325,115
24661830,1830,518,30,105,385,0,35,200,370,150
24661831,1831,414,10,85,315,0,30,120,275,65
24661832,1832,572,35,115,420,0,50,160,305,145
24661833,1833,598,40,125,435,5,60,145,300,145
24661834,1834,535,30,80,410,5,50,185,345,110
24661835,1835,568,30,105,425,5,40,115,305,190
24661836,1836,325,10,80,230,5,35,60,115,95
24661837,1837,460,10,100,345,0,35,155,285,110
24661838,1838,740,60,145,540,0,130,135,445,165
24661839,1839,632,35,100,495,5,35,190,410,105
24661840,1840,350,15,75,260,0,35,90,275,95
24661841,1841,380,30,40,310,0,75,95,220,80
24661842,1842,695,50,260,370,10,35,160,410,205
24661843,1843,599,45,115,435,5,65,155,340,165
24661844,1844,605,40,125,440,0,65,140,275,145
24661845,1845,497,30,95,370,0,15,85,290,155
24661846,1846,565,60,75,435,0,45,190,425,80
24661847,1847,582,55,85,440,0,75,145,285,145
24661848,1848,694,100,115,475,5,120,205,290,190
24661849,1849,622,35,135,455,0,45,155,345,145
24661850,1850,674,85,175,310,20,80,65,320,160
24661851,1851,690,45,150,495,5,65,200,420,215
